estate,debts,wills,husband,wives,father,mother,sons,daughters,brothers_m,sisters_m,grandfather,grandmother,share_husband,share_wife,share_father,share_mother,share_sons,share_daughters
153963,35210,33119.96,0,0,1,1,0,1,0,0,1,1,0.0,0.0,14272.17,14272.17,0.0,57088.69
138727,6474,7609.26,1,0,1,0,1,1,1,1,0,1,31160.94,0.0,20773.96,0.0,62321.87,10386.98
82732,18001,19567.64,0,0,0,1,1,1,1,1,0,0,0.0,0.0,0.0,7527.23,25090.76,12545.38
154584,22259,8637.66,0,0,1,1,1,1,1,0,0,1,0.0,0.0,20614.56,20614.56,54972.15,27486.08
121250,24995,1599.77,0,0,0,0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,70991.42,23663.81
156767,40557,3802.21,0,1,0,1,1,1,0,1,0,0,0.0,14050.97,0.0,18734.63,53081.46,26540.73
142880,40752,25296.7,1,0,1,0,1,1,1,1,0,1,19207.83,0.0,12805.22,0.0,29878.84,14939.42
112554,27053,14140.57,1,0,0,1,0,1,0,1,1,1,16467.79,0.0,0.0,10978.53,0.0,43914.11
142896,16434,39197.58,1,0,0,0,1,1,1,0,0,1,21816.1,0.0,0.0,0.0,26179.33,39268.99
64985,9637,7381.07,1,0,0,0,0,1,1,1,0,0,11991.73,0.0,0.0,0.0,0.0,23983.47
131521,26022,22691.34,1,0,0,1,0,1,1,0,0,1,19109.46,0.0,0.0,12739.64,0.0,50958.56
57171,11780,7304.66,1,0,1,1,1,1,1,1,0,0,9521.58,0.0,6347.72,6347.72,12695.45,3173.86
98335,6343,13530.1,1,0,1,1,1,1,1,1,1,0,19615.47,0.0,13076.98,13076.98,21794.97,10897.49
110660,24591,5884.07,1,0,0,0,1,0,0,1,0,1,20046.23,0.0,0.0,0.0,60138.7,0.0
100205,25569,12374.61,1,0,1,1,0,0,1,0,0,1,31130.69,0.0,10376.9,10376.9,0.0,0.0
99970,14514,19144.0,0,0,0,1,1,0,1,1,1,0,0.0,0.0,0.0,11052.0,55260.0,0.0
108847,18690,24492.3,0,0,1,1,1,1,1,1,0,0,0.0,0.0,10944.12,10944.12,25015.12,18761.34
71344,9105,2037.51,1,0,0,0,0,1,1,1,1,0,15050.37,0.0,0.0,0.0,0.0,30100.74
84301,19591,4485.58,1,0,0,0,1,1,1,0,1,0,15056.1,0.0,0.0,0.0,38715.7,6452.62
155390,31888,36441.83,1,0,1,0,0,1,0,0,1,1,20090.81,0.0,13393.87,0.0,0.0,53575.49
190028,53001,2507.16,1,0,0,1,1,0,0,0,1,1,33629.96,0.0,0.0,22419.97,78469.91,0.0
171097,26433,23404.66,1,0,0,0,1,1,1,0,1,1,30314.83,0.0,0.0,0.0,72755.6,18188.9
128608,25702,7983.96,1,0,0,0,0,1,0,1,1,1,23730.51,0.0,0.0,0.0,0.0,63281.36
127507,2203,1540.99,1,0,0,1,0,0,0,1,1,1,61881.5,0.0,0.0,20627.17,0.0,0.0
104004,25553,7814.59,1,0,0,0,1,1,1,0,1,0,17659.1,0.0,0.0,0.0,35318.21,17659.1
122014,20024,4291.85,0,0,0,0,1,1,1,1,0,0,0.0,0.0,0.0,0.0,65132.1,32566.05
166136,19443,39430.27,1,0,1,1,1,0,1,0,1,0,26815.68,0.0,17877.12,17877.12,44692.8,0.0
122064,22198,14878.89,1,0,1,1,0,0,1,0,1,0,42493.56,0.0,14164.52,14164.52,0.0,0.0
143841,7958,22747.35,1,0,0,1,1,1,1,1,1,0,28283.91,0.0,0.0,18855.94,32997.9,32997.9
190975,33737,36536.38,1,0,0,1,1,1,0,0,0,1,30175.4,0.0,0.0,20116.94,40233.87,30175.41
151760,43812,4875.86,0,0,0,0,0,1,1,0,1,1,0.0,0.0,0.0,0.0,0.0,68714.76
141233,35242,27215.74,0,0,0,1,1,1,0,1,0,0,0.0,0.0,0.0,13129.21,56268.04,9378.01
123807,36416,2494.32,1,0,1,0,1,1,0,0,1,0,21224.17,0.0,14149.45,0.0,19809.23,29713.84
131761,3423,15344.82,0,1,1,1,1,0,1,1,1,0,0.0,14124.15,18832.2,18832.2,61204.64,0.0
59700,248,13022.36,1,0,0,1,0,1,1,1,1,0,10714.53,0.0,0.0,7143.02,0.0,28572.09
175007,49001,2125.92,1,0,1,0,0,1,0,0,0,0,28587.71,0.0,19058.47,0.0,0.0,76233.9
53858,4927,4213.5,1,0,0,1,1,1,1,0,1,0,11179.38,0.0,0.0,7452.92,17390.14,8695.07
197742,5238,12743.41,0,0,1,1,1,1,0,0,0,0,0.0,0.0,29960.1,29960.1,79893.6,39946.8
152083,28956,34638.52,0,0,0,1,1,1,0,1,1,1,0.0,0.0,0.0,14748.08,49160.27,24580.13
145024,26742,15034.26,1,0,1,1,1,1,1,0,1,0,25811.94,0.0,17207.96,17207.96,28679.93,14339.96
129940,21712,18553.23,1,0,0,0,1,1,1,1,0,1,22418.69,0.0,0.0,0.0,33628.04,33628.04
169351,4381,11352.09,1,0,1,1,1,1,1,0,0,1,38404.48,0.0,25602.99,25602.99,42671.64,21335.82
66040,6301,6622.34,1,0,0,1,1,1,1,1,1,1,13279.17,0.0,0.0,8852.78,24787.77,6196.94
133325,16315,35865.62,1,0,1,1,0,1,0,1,0,0,18725.63,0.0,12483.75,12483.75,0.0,37451.25
190113,24780,7629.21,0,0,1,1,1,1,1,1,1,0,0.0,0.0,26283.97,26283.97,52567.93,52567.93
118567,33853,24925.06,1,0,0,0,1,0,0,1,0,0,14947.24,0.0,0.0,0.0,44841.71,0.0
148354,7094,46772.65,0,0,0,1,1,1,0,1,0,1,0.0,0.0,0.0,15747.89,44993.98,33745.48
126233,4534,17086.94,0,0,1,1,1,1,1,1,0,1,0.0,0.0,17435.34,17435.34,39852.21,29889.16
155813,18188,12696.22,1,0,0,1,1,1,0,1,1,1,31232.19,0.0,0.0,20821.46,48583.41,24291.71
57578,612,12977.24,0,1,1,1,0,1,0,1,0,0,0.0,5498.6,7331.46,7331.46,0.0,21994.38
80856,4613,18900.09,1,0,0,0,1,1,1,1,1,0,14335.73,0.0,0.0,0.0,28671.46,14335.73
61990,2655,18429.42,1,0,0,1,0,1,1,1,1,0,10226.4,0.0,0.0,6817.6,0.0,20452.79
81525,19974,4662.68,0,1,1,1,0,1,1,1,1,1,0.0,6320.92,8427.9,8427.9,0.0,33711.6
115821,31594,13259.65,1,0,1,1,1,1,1,0,0,0,17741.84,0.0,11827.89,11827.89,16896.99,12672.74
64505,8688,10635.36,0,0,0,0,0,1,1,1,0,1,0.0,0.0,0.0,0.0,0.0,22590.82
114653,23257,22721.99,0,0,1,0,1,1,0,1,1,0,0.0,0.0,11445.67,0.0,49052.86,8175.48
197567,16685,54702.97,1,0,0,0,0,1,1,0,0,1,31544.76,0.0,0.0,0.0,0.0,84119.35
117348,3096,31595.93,1,0,1,1,1,1,0,1,0,1,20664.02,0.0,13776.01,13776.01,25830.02,8610.01
159104,11820,42647.61,0,1,1,0,1,1,1,1,1,0,0.0,13079.55,17439.4,0.0,37058.72,37058.72
130282,6824,502.46,0,0,0,0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,105390.46,17565.08
141554,39780,31227.66,1,0,0,0,0,1,1,0,1,1,17636.58,0.0,0.0,0.0,0.0,47030.89
143650,1976,9852.02,1,0,1,0,0,1,1,0,1,1,32955.5,0.0,21970.33,0.0,0.0,65910.99
112822,33014,14166.19,0,0,0,0,1,1,0,1,1,0,0.0,0.0,0.0,0.0,43761.21,21880.6
188484,52543,5858.02,1,0,0,1,1,1,0,1,1,1,32520.74,0.0,0.0,21680.5,30352.7,45529.04
76727,8427,12311.27,1,0,0,0,1,0,1,1,0,1,13997.18,0.0,0.0,0.0,41991.55,0.0
146049,2905,31758.31,0,0,0,0,1,0,1,1,0,0,0.0,0.0,0.0,0.0,111385.69,0.0
113184,29574,10722.06,1,0,0,1,1,1,1,1,1,1,18221.99,0.0,0.0,12147.99,34014.37,8503.59
198118,29872,44092.29,1,0,1,1,1,1,1,1,0,0,31038.43,0.0,20692.28,20692.28,44340.61,7390.1
129936,11601,36587.28,0,0,1,0,1,1,1,1,1,1,0.0,0.0,13624.62,0.0,51092.33,17030.78
69053,5096,20262.8,1,0,0,0,1,0,1,1,0,1,10923.55,0.0,0.0,0.0,32770.65,0.0
59179,1672,1222.35,1,0,1,1,1,1,0,0,0,0,14071.16,0.0,9380.77,9380.77,20101.66,3350.28
155474,31430,13623.98,0,0,0,1,0,1,0,1,0,1,0.0,0.0,0.0,18403.34,0.0,73613.35
69722,13244,7792.76,0,0,1,1,1,1,1,1,0,1,0.0,0.0,8114.21,8114.21,16228.41,16228.41
160395,4924,11432.41,1,0,0,0,1,1,1,1,1,0,36009.65,0.0,0.0,0.0,81021.71,27007.24
80583,23653,10436.68,1,0,1,1,0,1,1,1,0,0,10729.23,0.0,7152.82,7152.82,0.0,21458.46
146835,13371,17048.48,0,0,1,0,1,1,1,1,1,0,0.0,0.0,19402.59,0.0,64675.29,32337.64
110016,16515,9507.04,0,0,1,0,1,0,0,1,0,0,0.0,0.0,13998.99,0.0,69994.97,0.0
84645,13098,3486.88,1,0,1,1,1,1,1,0,0,1,17015.03,0.0,11343.35,11343.35,21268.79,7089.6
160155,6281,1599.72,0,0,0,0,0,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,101516.19
133743,22162,11221.02,0,1,0,1,0,1,1,1,0,1,0.0,12545.0,0.0,16726.66,0.0,66906.65
184539,22668,29674.83,1,0,0,0,1,0,1,1,1,0,33049.04,0.0,0.0,0.0,99147.13,0.0
185482,19152,51994.84,1,0,0,1,1,1,1,0,1,1,28583.79,0.0,0.0,19055.86,26678.2,40017.31
53920,3518,1917.1,0,1,1,1,0,1,0,1,1,0,0.0,5387.21,7182.95,7182.95,0.0,28731.79
120940,6667,35037.06,1,0,0,1,1,0,0,1,1,1,19808.99,0.0,0.0,13205.99,46220.97,0.0
111848,16614,26686.88,0,1,0,1,0,1,1,1,1,0,0.0,8568.39,0.0,11424.52,0.0,34273.56
69247,19657,5694.13,0,1,1,0,0,1,0,1,0,0,0.0,5486.98,7315.98,0.0,0.0,21947.94
62174,11149,4295.89,0,1,1,1,1,1,0,1,0,1,0.0,5841.14,7788.18,7788.18,16874.4,8437.2
107634,25080,13617.86,1,0,0,0,1,1,0,1,0,1,17234.03,0.0,0.0,0.0,20680.84,31021.26
92434,21654,8632.09,0,0,0,1,1,1,0,1,1,0,0.0,0.0,0.0,10357.99,34526.62,17263.31
63279,15309,13069.19,0,1,1,0,1,0,0,1,1,0,0.0,4362.6,5816.8,0.0,24721.41,0.0
185867,18852,24196.35,1,0,0,0,1,1,1,0,1,1,35704.66,0.0,0.0,0.0,53556.99,53556.99
124448,2232,2993.91,1,0,1,0,1,0,1,1,1,1,29805.52,0.0,19870.35,0.0,69546.22,0.0
85989,5559,26713.33,1,0,1,1,1,1,1,1,1,1,13429.17,0.0,8952.78,8952.78,17905.56,4476.39
64516,4244,9321.79,0,0,1,0,1,1,1,1,1,0,0.0,0.0,8491.7,0.0,28305.67,14152.84
128569,17774,31584.85,0,1,1,0,0,1,0,1,0,0,0.0,9901.27,13201.69,0.0,0.0,39605.07
73644,6965,10291.15,0,1,1,0,1,1,1,1,0,1,0.0,7048.48,9397.97,0.0,31953.12,7988.28
196421,39504,16299.22,0,1,0,0,1,1,0,1,1,0,0.0,17577.22,0.0,0.0,82027.04,41013.52
171546,13609,46206.86,1,0,1,0,1,0,0,1,0,1,27932.53,0.0,18621.69,0.0,65175.92,0.0
78983,23217,15551.78,1,0,0,1,1,1,1,1,0,0,10053.56,0.0,0.0,6702.37,15638.86,7819.43
145512,41714,3961.99,1,0,0,0,1,1,0,1,0,0,24959.0,0.0,0.0,0.0,64180.29,10696.72
112637,22600,27766.31,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.0,0.0,41513.79,20756.9
147875,10667,45616.27,1,0,0,0,1,1,1,1,0,0,22897.93,0.0,0.0,0.0,45795.87,22897.93
84869,16324,9144.72,1,0,1,0,1,1,0,1,1,0,14850.07,0.0,9900.05,0.0,13860.07,20790.1
118732,12120,27388.41,1,0,0,1,0,1,1,1,0,0,18282.37,0.0,0.0,12188.24,0.0,48752.98
58149,8433,3492.09,1,0,1,1,1,1,1,1,1,0,11555.98,0.0,7703.99,7703.99,14444.97,4814.99
76219,13653,15758.95,0,0,1,0,1,1,1,1,0,1,0.0,0.0,7801.18,0.0,26003.92,13001.96
148706,17033,28226.74,1,0,1,0,1,1,1,1,0,0,25861.56,0.0,17241.04,0.0,34482.09,25861.56
121377,32396,10191.61,0,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,52526.26
67942,20063,5522.16,0,0,1,0,1,1,1,1,1,1,0.0,0.0,7059.47,0.0,20169.92,15127.44
193039,38368,47515.5,1,0,0,0,1,0,0,1,0,0,26788.88,0.0,0.0,0.0,80366.62,0.0
127653,35982,29524.81,0,1,1,1,0,1,1,0,1,0,0.0,7768.27,10357.7,10357.7,0.0,31073.1
75003,22186,17493.89,0,0,1,0,1,1,1,1,1,0,0.0,0.0,5887.18,0.0,25230.79,4205.13
73066,15405,3871.18,1,0,1,0,0,1,1,1,0,0,12413.04,0.0,8275.36,0.0,0.0,33101.43
122674,29631,28409.03,0,1,0,0,1,1,1,0,0,0,0.0,8079.25,0.0,0.0,48475.48,8079.25
116507,8396,31345.39,1,0,0,1,1,1,1,1,0,1,19191.4,0.0,0.0,12794.27,25588.54,19191.4
105408,23302,4566.71,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.0,0.0,51692.86,25846.43
75270,1500,5474.13,0,1,1,0,1,1,0,1,0,1,0.0,8536.98,11382.64,0.0,36282.18,12094.06
88963,21984,3937.65,0,0,1,0,0,0,1,1,1,1,0.0,0.0,10506.89,0.0,0.0,0.0
128497,20012,244.37,1,0,1,0,1,1,0,1,1,1,27060.16,0.0,18040.1,0.0,54120.32,9020.05
76097,21385,2500.38,0,1,1,0,0,1,0,1,0,1,0.0,6526.45,8701.94,0.0,0.0,34807.75
52821,5784,6458.06,1,0,0,0,1,1,0,0,0,1,10144.74,0.0,0.0,0.0,12173.68,18260.52
120346,32617,6320.43,1,0,0,0,1,1,1,0,1,1,20352.14,0.0,0.0,0.0,52334.08,8722.35
173175,41161,18383.42,1,0,1,1,1,1,1,1,1,0,28407.65,0.0,18938.43,18938.43,35509.56,11836.52
150233,6273,29532.83,0,0,0,0,0,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,76284.78
50962,7750,5168.59,0,0,1,0,1,0,1,1,1,0,0.0,0.0,6340.57,0.0,31702.84,0.0
125913,18737,23220.94,0,0,1,0,1,1,1,1,0,0,0.0,0.0,13992.51,0.0,46641.7,23320.85
164012,39682,6209.56,1,0,0,1,1,1,1,0,0,1,29530.11,0.0,0.0,19686.74,45935.73,22967.86
182778,37128,37132.6,0,0,1,1,1,1,1,0,0,0,0.0,0.0,18086.23,18086.23,41339.96,31004.97
60359,11126,14837.21,0,0,1,0,1,1,1,0,1,1,0.0,0.0,5732.63,0.0,24568.42,4094.74
129852,7207,19915.96,0,0,1,1,0,1,1,0,1,1,0.0,0.0,17121.51,17121.51,0.0,51364.52
114587,17161,25003.15,1,0,0,0,1,1,1,1,1,1,18105.71,0.0,0.0,0.0,21726.86,32590.28
173192,13116,23126.47,1,0,1,1,1,0,1,1,1,0,34237.38,0.0,22824.92,22824.92,57062.3,0.0
81576,11265,19119.02,0,1,1,0,1,1,1,1,1,1,0.0,6399.0,8532.0,0.0,29008.79,7252.2
193967,7761,17131.96,1,0,0,0,0,1,1,1,0,1,42268.51,0.0,0.0,0.0,0.0,112716.03
195202,11677,60031.43,1,0,0,0,1,1,0,0,1,1,30873.39,0.0,0.0,0.0,79388.72,13231.45
56689,649,8927.81,1,0,0,1,0,1,0,1,1,1,10872.04,0.0,0.0,7248.03,0.0,28992.12
194058,8185,1089.21,1,0,0,1,0,1,0,0,1,1,42642.41,0.0,0.0,28428.28,0.0,113713.1
68332,1269,9408.46,0,0,0,1,1,1,1,1,1,0,0.0,0.0,0.0,9609.09,38436.36,9609.09
100077,10344,11127.4,1,0,1,0,1,0,1,0,1,0,19651.4,0.0,13100.93,0.0,45853.27,0.0
192939,44399,30974.82,0,0,0,1,1,1,1,0,0,1,0.0,0.0,0.0,19594.2,83975.13,13995.85
122891,722,8107.38,1,0,1,1,1,1,1,1,1,1,28515.4,0.0,19010.27,19010.27,35644.26,11881.42
120661,27953,7175.08,0,0,0,0,1,1,0,0,1,1,0.0,0.0,0.0,0.0,48875.95,36656.97
129160,27442,1547.86,0,0,1,0,1,1,0,1,0,0,0.0,0.0,16695.02,0.0,55650.08,27825.04
117186,5249,28560.99,0,0,0,0,1,1,0,1,1,0,0.0,0.0,0.0,0.0,55584.01,27792.0
197786,24207,53735.15,1,0,0,1,1,0,1,1,0,1,29960.96,0.0,0.0,19973.97,69908.91,0.0
186826,27392,22151.45,0,1,0,1,1,1,0,1,0,0,0.0,17160.32,0.0,22880.42,64827.87,32413.94
62886,17267,3761.28,0,0,0,0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,33486.18,8371.54
160402,4919,29755.46,1,0,1,0,1,1,0,0,1,1,31431.89,0.0,20954.59,0.0,48894.04,24447.02
136510,1680,34721.29,1,0,0,1,1,1,1,1,1,0,25027.18,0.0,0.0,16684.78,38931.17,19465.58
100578,6747,25920.15,1,0,1,0,1,1,0,0,0,1,16977.71,0.0,11318.48,0.0,29711.0,9903.67
70094,16401,17103.79,0,1,1,1,1,1,1,1,1,1,0.0,4573.65,6098.2,6098.2,13212.77,6606.39
187832,36325,4694.93,0,1,1,0,0,1,0,0,0,1,0.0,18351.51,24468.68,0.0,0.0,73406.04
96815,6971,25400.61,0,0,1,1,1,0,1,1,1,0,0.0,0.0,10740.56,10740.56,42962.26,0.0
106001,21974,15218.67,0,1,0,0,1,1,1,1,0,0,0.0,8601.04,0.0,0.0,30103.64,30103.64
67247,2089,14078.28,1,0,1,0,1,0,0,1,1,0,12769.93,0.0,8513.29,0.0,29796.5,0.0
52487,4726,11681.88,1,0,1,1,0,1,1,1,0,1,8325.95,0.0,5550.63,5550.63,0.0,16651.9
56719,3416,7030.54,1,0,0,0,1,1,0,1,1,1,11568.11,0.0,0.0,0.0,29746.58,4957.76
89402,15289,17731.69,0,0,0,1,0,1,1,0,0,1,0.0,0.0,0.0,9396.88,0.0,37587.54
88430,14838,14842.09,0,0,0,1,0,1,0,1,1,1,0.0,0.0,0.0,9791.65,0.0,39166.61
197446,25463,28224.14,0,0,1,0,1,1,0,1,0,1,0.0,0.0,23959.81,0.0,68456.6,51342.45
108091,14579,1918.65,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,78508.59,13084.76
68638,17115,4690.54,1,0,1,1,0,1,0,0,0,0,9366.49,0.0,6244.33,6244.33,0.0,24977.31
117546,11862,20039.1,0,0,0,1,0,1,1,1,0,0,0.0,0.0,0.0,14274.15,0.0,57096.6
90276,16336,21954.37,1,0,1,0,0,0,0,1,0,1,25992.82,0.0,25992.82,0.0,0.0,0.0
114417,7892,17294.49,1,0,1,0,1,1,0,1,1,0,22307.63,0.0,14871.75,0.0,41640.9,10410.23
140732,12028,5155.59,0,0,1,0,1,1,1,0,0,1,0.0,0.0,20591.4,0.0,41182.8,61774.21
181633,2048,371.28,1,0,1,1,1,0,1,1,1,0,44803.43,0.0,29868.95,29868.95,74672.38,0.0
67221,8013,6102.0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,26553.0
76250,15769,20058.77,1,0,1,1,1,1,1,1,1,1,10105.56,0.0,6737.04,6737.04,6737.04,10105.56
98196,11668,24869.28,0,0,0,0,1,1,0,1,0,1,0.0,0.0,0.0,0.0,46244.04,15414.68
123072,13659,30431.63,0,0,0,1,0,1,1,0,1,1,0.0,0.0,0.0,13163.56,0.0,39490.68
198570,17160,51107.05,1,0,0,0,1,1,0,0,1,0,32575.74,0.0,0.0,0.0,83766.18,13961.03
163841,30862,22752.97,0,0,0,1,1,1,0,1,0,0,0.0,0.0,0.0,18371.0,78732.88,13122.15
129092,24382,3911.0,1,0,1,0,1,0,0,0,0,1,25199.75,0.0,16799.83,0.0,58799.42,0.0
118844,3943,20647.51,1,0,0,0,1,0,1,1,1,0,23563.37,0.0,0.0,0.0,70690.12,0.0
178196,18763,44996.75,0,0,0,1,1,0,0,1,0,0,0.0,0.0,0.0,19072.71,95363.54,0.0
173547,24138,1240.67,0,1,0,0,1,1,1,1,1,1,0.0,18521.04,0.0,0.0,86431.53,43215.76
139837,40209,23394.03,0,0,1,1,1,1,1,1,0,1,0.0,0.0,12705.66,12705.66,38116.99,12705.66
117907,10147,35661.17,1,0,0,1,1,0,0,1,0,1,18024.71,0.0,0.0,12016.47,42057.65,0.0
107532,19358,3293.51,0,1,0,0,1,1,0,0,0,1,0.0,10610.06,0.0,0.0,49513.62,24756.81
181203,23946,23064.12,1,0,0,0,1,1,1,1,0,1,33548.22,0.0,0.0,0.0,67096.44,33548.22
63636,7805,1769.42,0,1,0,0,0,1,1,1,0,0,0.0,6757.7,0.0,0.0,0.0,36041.05
77284,22828,11816.22,1,0,1,1,1,1,1,1,1,1,10659.94,0.0,7106.63,7106.63,11844.38,5922.19
128450,12093,36635.24,0,0,1,0,1,1,1,1,1,0,0.0,0.0,13286.96,0.0,33217.4,33217.4
82808,5604,4103.89,0,0,0,1,1,1,1,1,1,0,0.0,0.0,0.0,12183.35,34809.58,26107.18
160690,42882,9469.94,0,0,0,1,1,1,1,1,1,1,0.0,0.0,0.0,18056.34,36112.69,54169.03
81675,17653,15286.78,1,0,1,1,1,1,1,1,1,0,12183.81,0.0,8122.54,8122.54,13537.56,6768.78
106457,15882,12432.28,1,0,0,0,1,1,0,1,0,1,19535.68,0.0,0.0,0.0,50234.61,8372.43
134862,32112,11554.72,1,0,1,1,0,1,0,1,0,0,18239.06,0.0,12159.37,12159.37,0.0,48637.48
166996,44655,26303.61,0,0,0,1,1,0,0,0,1,1,0.0,0.0,0.0,16006.23,80031.16,0.0
149808,12865,18680.73,1,0,1,1,1,0,0,1,0,1,29565.57,0.0,19710.38,19710.38,49275.95,0.0
139872,38288,29006.48,0,1,1,1,1,1,1,1,1,1,0.0,9072.19,12096.25,12096.25,33696.71,5616.12
86579,10595,22074.43,1,0,0,0,1,1,1,0,0,1,13477.39,0.0,0.0,0.0,16172.87,24259.31
106575,25941,9740.59,0,0,1,0,1,1,1,0,1,1,0.0,0.0,11815.57,0.0,50638.15,8439.69
78926,20505,4573.59,1,0,1,1,1,1,1,0,0,0,13461.85,0.0,8974.57,8974.57,8974.57,13461.85
152528,18918,7896.26,1,0,1,1,1,1,1,0,1,1,31428.44,0.0,20952.29,20952.29,41904.58,10476.15
117870,25356,16113.86,1,0,0,1,1,1,0,1,1,0,19100.03,0.0,0.0,12733.36,33425.06,11141.69
103829,11770,10823.11,1,0,0,0,0,1,0,0,1,0,20308.97,0.0,0.0,0.0,0.0,54157.26
175056,25414,46967.08,0,0,1,1,1,1,1,0,1,1,0.0,0.0,17112.49,17112.49,34224.97,34224.97
176962,26966,12328.9,1,0,0,0,0,0,0,1,0,1,68833.55,0.0,0.0,0.0,0.0,0.0
181256,41852,5177.85,0,0,0,1,0,1,1,1,1,1,0.0,0.0,0.0,22371.02,0.0,67113.07
172894,17027,25327.4,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
194599,49909,43427.45,0,1,1,0,1,0,0,0,0,0,0.0,12657.82,16877.09,0.0,71727.64,0.0
184064,31713,50490.02,0,1,1,0,1,1,0,1,1,1,0.0,12732.62,16976.83,0.0,48101.02,24050.51
170875,28914,32052.68,0,1,1,1,0,1,0,0,1,1,0.0,12212.04,16282.71,16282.71,0.0,65130.86
95940,16263,24000.83,1,0,1,0,1,1,0,1,0,1,13919.04,0.0,9279.36,0.0,12991.11,19486.66
136767,13101,17311.57,1,0,0,1,1,1,1,0,0,0,26588.61,0.0,0.0,17725.74,24816.03,37224.05
163519,23270,404.87,1,0,0,1,1,1,1,1,0,0,34961.03,0.0,0.0,23307.35,69922.07,11653.68
63443,17121,4685.01,1,0,1,0,1,1,0,1,0,1,10409.25,0.0,6939.5,0.0,16192.16,8096.08
190357,21741,29582.56,0,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,139033.44,0.0
148315,5555,20880.64,1,0,1,1,1,1,0,0,0,1,30469.84,0.0,20313.23,20313.23,40626.45,10156.61
70702,13970,15081.98,0,0,0,1,1,1,0,1,0,1,0.0,0.0,0.0,6941.67,23138.9,11569.45
91558,5393,9486.47,0,1,0,0,1,0,0,1,1,0,0.0,9584.82,0.0,0.0,67093.71,0.0
55681,8638,11322.88,0,0,0,1,1,1,1,1,0,1,0.0,0.0,0.0,5953.35,25514.37,4252.4
111573,21400,22883.64,0,1,0,1,1,1,1,0,1,1,0.0,8411.17,0.0,11214.89,40854.25,6809.04
162927,37866,35418.22,1,0,0,0,1,1,1,1,1,0,22410.69,0.0,0.0,0.0,44821.39,22410.69
128774,21473,12101.94,0,0,1,1,1,0,0,1,1,1,0.0,0.0,15866.51,15866.51,63466.04,0.0
152678,26509,5610.95,1,0,0,1,1,1,1,1,1,1,30139.51,0.0,0.0,20093.01,46883.69,23441.84
88922,19615,20630.79,1,0,0,1,0,1,1,1,0,0,11232.97,0.0,0.0,7488.65,0.0,29954.59
62704,15483,283.89,0,0,1,0,1,0,1,0,1,0,0.0,0.0,7822.85,0.0,39114.26,0.0
148654,15640,5726.58,0,0,1,1,0,1,1,0,0,0,0.0,0.0,21214.57,21214.57,0.0,63643.71
70075,511,10690.95,1,0,0,1,0,1,1,1,1,0,14718.26,0.0,0.0,9812.17,0.0,29436.53
169160,16679,46498.18,1,0,0,0,1,0,1,1,1,1,26495.71,0.0,0.0,0.0,79487.12,0.0
171964,47809,24388.86,0,0,1,0,0,1,0,1,1,0,0.0,0.0,16627.69,0.0,0.0,49883.07
148931,24957,28585.36,0,1,0,1,1,1,0,1,1,1,0.0,11923.58,0.0,15898.11,45044.64,22522.32
97609,20643,7123.92,1,0,1,0,1,1,1,1,1,1,17460.52,0.0,11640.35,0.0,32592.97,8148.24
102765,11660,4842.09,1,0,0,1,0,0,0,1,1,1,43131.46,0.0,0.0,14377.15,0.0,0.0
92145,18391,19723.02,1,0,0,0,1,1,1,0,1,0,13507.74,0.0,0.0,0.0,20261.62,20261.62
96412,15621,14959.11,1,0,0,1,1,0,0,0,0,0,16457.97,0.0,0.0,10971.98,38401.94,0.0
176224,51962,11550.86,1,0,0,1,1,1,0,1,0,0,28177.78,0.0,0.0,18785.19,37570.38,28177.79
141474,40559,14390.45,1,0,1,0,1,0,0,0,0,1,21631.14,0.0,14420.76,0.0,50472.65,0.0
73193,8198,18906.77,1,0,0,1,1,0,1,0,1,0,11522.06,0.0,0.0,7681.37,26884.8,0.0
62114,127,17277.21,0,0,1,0,0,1,1,0,0,1,0.0,0.0,7451.63,0.0,0.0,29806.53
153331,7331,10072.77,1,0,1,1,1,1,1,1,0,1,33981.81,0.0,22654.54,22654.54,37757.56,18878.78
168949,351,37276.5,0,0,0,1,0,1,0,0,1,0,0.0,0.0,0.0,21886.92,0.0,65660.75
160221,19710,21446.36,0,1,1,0,0,1,0,1,1,1,0.0,14883.08,19844.11,0.0,0.0,59532.32
199937,12161,4788.77,0,1,1,1,1,1,1,0,1,1,0.0,22873.4,30497.87,30497.87,66078.72,33039.36
75138,2669,283.99,0,0,0,1,0,0,1,1,1,0,0.0,0.0,0.0,12030.83,0.0,0.0
172929,16220,36572.59,1,0,0,1,1,1,0,1,0,1,30034.1,0.0,0.0,20022.74,60068.21,10011.37
