record_id,estate,debts,wills,husband,wives,father,mother,sons,daughters,brothers_m,sisters_m,grandfather,grandmother,share_husband,share_wife,share_father,share_mother,share_sons,share_daughters,net_estate,shares_total,distribution_check,notes,distributed,death_date,distribution_date,country,special_cases
8529,155111,27763,10400.48,0,1,1,0,1,1,0,1,0,1,0.0,14618.44,19491.25,0.0,33135.13,49702.7,116947.52,116947.52,1,nan,,,,,nan
8530,90051,24135,21544.33,1,0,0,1,1,0,0,1,0,0,11092.92,0.0,0.0,7395.28,25883.47,0.0,44371.67,44371.67,1,nan,,,,,nan
8531,124722,10334,18329.66,0,0,0,0,1,1,0,1,0,1,0.0,0.0,0.0,0.0,64038.89,32019.45,96058.34,96058.34,1,nan,,,,,nan
8532,116694,30140,19309.3,1,0,1,0,0,1,1,0,1,1,15518.01,0.0,10345.34,0.0,0.0,41381.35,67244.7,67244.7,1,nan,,,,,nan
8533,194979,42804,32817.11,0,0,0,1,1,1,1,1,0,1,0.0,0.0,0.0,19892.98,79571.93,19892.98,119357.89,119357.88999999998,1,nan,,,,,nan
8534,106819,29375,7433.23,0,0,0,0,1,0,1,1,0,1,0.0,0.0,0.0,0.0,70010.77,0.0,70010.77,70010.77,1,nan,,,,,nan
8535,124069,5051,36050.98,1,0,0,0,1,1,0,1,0,0,20741.75,0.0,0.0,0.0,41483.51,20741.75,82967.01999999999,82967.01000000001,1,nan,,,,,nan
8536,133239,10445,27377.8,1,0,0,0,0,1,1,1,0,1,26022.6,0.0,0.0,0.0,0.0,69393.6,95416.2,95416.20000000001,1,,1,,,,
8537,54891,14626,6314.76,1,0,1,0,1,1,0,1,0,1,8487.56,0.0,5658.37,0.0,13202.87,6601.44,33950.24,33950.240000000005,1,nan,,,,,nan
8538,121059,18550,27241.87,1,0,0,1,1,1,1,0,1,1,18816.78,0.0,0.0,12544.52,29270.55,14635.28,75267.13,75267.13,1,nan,,,,,nan
8539,121980,12764,29955.3,0,0,0,0,1,1,0,1,0,1,0.0,0.0,0.0,0.0,52840.47,26420.23,79260.7,79260.7,1,nan,,,,,nan
8540,78579,3213,14928.22,1,0,1,1,1,1,1,1,0,0,15109.44,0.0,10072.96,10072.96,16788.27,8394.14,60437.78,60437.77,1,nan,,,,,nan
8541,198966,32266,46356.62,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,24068.676000000003,0.0,96274.70400000001,120343.38,120343.38000000002,1,,1,,,,
8542,176715,41902,9907.85,0,1,1,1,1,1,1,1,0,1,0.0,15613.14,20817.52,20817.52,27062.78,40594.17,124905.15,124905.13,1,nan,,,,,nan
8543,143762,39327,16414.23,0,0,0,1,1,1,1,1,1,0,0.0,0.0,0.0,14670.13,48900.43,24450.21,88020.77,88020.76999999999,1,nan,,,,,nan
8544,87772,10567,16304.87,1,0,1,0,0,1,1,1,1,1,14053.88,0.0,9369.25,0.0,0.0,37477.0,60900.13,60900.13,1,nan,,,,,nan
8545,146903,6446,27371.66,1,0,1,1,1,0,0,0,1,0,28271.33,0.0,18847.56,18847.56,47118.89,0.0,113085.34,113085.34,1,nan,,,,,nan
8546,79493,18349,14574.91,0,0,1,0,1,1,1,0,0,1,0.0,0.0,7761.51,0.0,29105.68,9701.89,46569.09,46569.08,1,nan,,,,,nan
8547,58011,8635,4225.28,1,0,1,1,0,0,1,1,1,0,27090.432000000004,0.0,9030.144,9030.144,0.0,0.0,45150.72,45150.72,1,,1,,,,
8548,165666,11649,9897.93,0,0,1,0,1,0,0,1,0,1,0.0,0.0,24019.85,0.0,120099.23,0.0,144119.07,144119.08,1,nan,,,,,nan
8549,150850,31398,39515.5,1,0,1,0,1,1,1,0,1,1,19984.12,0.0,13322.75,0.0,31086.42,15543.21,79936.5,79936.5,1,nan,,,,,nan
8550,99032,25147,18809.53,1,0,0,1,1,1,0,1,1,0,13768.87,0.0,0.0,9179.24,24095.52,8031.84,55075.47,55075.47,1,nan,,,,,nan
8551,85808,546,425.18,0,0,0,1,1,1,1,1,0,1,0.0,0.0,0.0,14139.47,53023.01,17674.34,84836.82,84836.81999999999,1,nan,,,,,nan
8552,143558,31514,16848.13,0,0,0,0,1,1,1,0,1,0,0.0,0.0,0.0,0.0,63463.91,31731.96,95195.87,95195.87,1,nan,,,,,nan
8553,106917,8821,27884.94,1,0,0,0,1,1,1,0,0,0,17552.76,0.0,0.0,0.0,39493.72,13164.57,70211.06,70211.04999999999,1,nan,,,,,nan
8554,152860,11387,25991.18,0,0,0,0,1,1,1,1,1,0,0.0,0.0,0.0,0.0,46192.73,69289.09,115481.82,115481.82,1,nan,,,,,nan
8555,68853,5086,10331.0,0,0,1,1,1,0,1,0,0,0,0.0,0.0,8906.0,8906.0,35624.0,0.0,53436.0,53436.0,1,nan,,,,,nan
8556,134633,33748,12990.97,0,0,1,0,0,0,1,1,0,0,0.0,0.0,87894.03,0.0,0.0,0.0,87894.03,87894.03,1,,1,,,,
8557,115062,15238,6263.46,1,0,1,0,1,0,0,0,1,1,23390.13,0.0,15593.42,0.0,54576.98,0.0,93560.54,93560.53,1,nan,,,,,nan
8558,62756,1388,711.58,0,0,0,1,0,1,1,1,1,1,0.0,0.0,0.0,12131.281599999682,0.0,48525.138400000316,60656.42,60656.42,1,,1,,,,
8559,127545,29208,20165.31,0,1,1,0,1,0,0,0,0,1,0.0,9771.46,13028.61,0.0,55371.61,0.0,78171.69,78171.68,1,nan,,,,,nan
8560,185299,2601,42633.33,1,0,1,0,1,1,0,1,1,0,35016.17,0.0,23344.11,0.0,54469.59,27234.8,140064.66999999998,140064.66999999998,1,nan,,,,,nan
8561,119232,11397,12975.16,1,0,1,1,1,1,1,1,1,1,23714.96,0.0,15809.97,15809.97,15809.97,23714.96,94859.84,94859.83,1,nan,,,,,nan
8562,154757,26721,40918.52,0,0,0,0,1,0,1,1,0,0,0.0,0.0,0.0,0.0,87117.48,0.0,87117.48000000001,87117.48,1,nan,,,,,nan
8563,52916,1209,7263.62,0,1,0,0,0,1,1,1,0,1,0.0,7017.373130193717,0.0,0.0,0.0,37426.00686980628,44443.38,44443.38,1,,1,,,,
8564,72606,4309,7318.97,0,1,1,0,1,0,1,0,0,1,0.0,7622.25,10163.0,0.0,43192.77,0.0,60978.03,60978.02,1,nan,,,,,nan
8565,109462,870,12533.18,0,0,1,0,1,1,1,1,1,0,0.0,0.0,16009.8,0.0,60036.76,20012.25,96058.82,96058.81,1,nan,,,,,nan
8566,139225,1486,13825.46,0,0,0,1,1,1,1,1,0,1,0.0,0.0,0.0,20652.26,77445.96,25815.32,123913.54,123913.54,1,nan,,,,,nan
8567,117087,15357,5272.64,1,0,0,0,0,1,1,1,1,1,32152.45333333333,0.0,0.0,0.0,0.0,64304.90666666666,96457.36,96457.35999999999,1,,1,,,,
8568,65147,19316,10942.49,0,0,0,0,1,1,1,1,0,1,0.0,0.0,0.0,0.0,23259.01,11629.5,34888.51,34888.509999999995,1,nan,,,,,nan
8569,64425,273,1625.71,0,0,0,1,1,1,1,1,0,1,0.0,0.0,0.0,10421.05,34736.83,17368.41,62526.29,62526.29000000001,1,nan,,,,,nan
8570,165918,32902,18788.07,1,0,0,0,1,0,1,0,0,0,28556.98,0.0,0.0,0.0,85670.95,0.0,114227.93,114227.93,1,nan,,,,,nan
8571,174259,19257,1547.4,1,0,0,0,1,1,1,1,1,0,38363.65,0.0,0.0,0.0,65766.26,49324.69,153454.6,153454.6,1,nan,,,,,nan
8572,112549,14967,11761.97,1,0,0,1,1,1,0,1,1,0,21455.01,0.0,0.0,14303.34,37546.26,12515.42,85820.03,85820.03,1,nan,,,,,nan
8573,134478,21933,35041.88,1,0,1,1,0,1,1,1,1,0,15500.62,0.0,10333.75,10333.75,0.0,41335.0,77503.12,77503.12,1,nan,,,,,nan
8574,179551,15505,15129.31,1,0,1,0,1,1,0,1,0,1,37229.17,0.0,24819.45,0.0,74458.35,12409.72,148916.69,148916.69,1,nan,,,,,nan
8575,126836,23803,5932.1,1,0,0,1,1,1,1,1,1,0,24275.22,0.0,0.0,16183.48,37761.46,18880.73,97100.9,97100.89,1,nan,,,,,nan
8576,51825,14655,8815.86,0,1,1,0,0,1,1,1,0,0,0.0,3698.3683553873148,4931.154328922537,0.0,0.0,19724.61731569015,28354.14,28354.14,1,,1,,,,
8577,192841,57039,23952.69,0,0,1,1,1,0,0,1,0,0,0.0,0.0,18641.55,18641.55,74566.21,0.0,111849.31,111849.31,1,nan,,,,,nan
8578,135181,3008,1077.28,1,0,1,0,1,1,1,0,0,1,32773.93,0.0,21849.29,0.0,50981.67,25490.83,131095.72,131095.72,1,nan,,,,,nan
8579,162746,10160,14026.93,1,0,1,0,1,1,1,1,1,1,34639.77,0.0,23093.18,0.0,60619.59,20206.53,138559.07,138559.07,1,nan,,,,,nan
8580,90765,12123,4675.6,0,1,1,0,1,1,0,0,1,0,0.0,9245.8,12327.73,0.0,44908.17,7484.7,73966.4,73966.4,1,nan,,,,,nan
8581,118715,26883,18623.44,1,0,0,0,1,1,1,1,0,1,18302.14,0.0,0.0,0.0,41179.82,13726.6,73208.56,73208.56,1,nan,,,,,nan
8582,189912,29861,49919.04,1,0,1,1,0,1,0,1,1,0,22026.39,0.0,14684.26,14684.26,0.0,58737.05,110131.96,110131.96,1,nan,,,,,nan
8583,159960,7155,34920.97,1,0,0,1,0,1,1,0,1,0,32150.192975206635,0.0,0.0,21433.46198347109,0.0,64300.37504132227,117884.03,117884.03,1,,1,,,,
8584,82118,6104,12974.18,1,0,1,1,1,1,1,1,1,0,15759.95,0.0,10506.64,10506.64,17511.06,8755.53,63039.82,63039.81999999999,1,nan,,,,,nan
8585,107657,18081,3525.85,0,0,0,1,0,0,1,1,0,1,0.0,0.0,0.0,86050.15,0.0,0.0,86050.15,86050.15,1,,1,,,,
8586,89901,8058,9114.83,1,0,1,1,0,1,0,1,1,0,16783.42,0.0,11188.95,11188.95,0.0,33566.85,72728.17,72728.17,1,nan,,,,,nan
8587,88820,7407,7023.37,0,0,1,0,1,0,0,0,1,0,0.0,0.0,12398.27,0.0,61991.36,0.0,74389.63,74389.63,1,nan,,,,,nan
8588,68696,18494,3742.68,0,0,0,0,1,1,1,0,1,0,0.0,0.0,0.0,0.0,18583.73,27875.59,46459.32,46459.32,1,nan,,,,,nan
8589,137302,22427,13648.03,1,0,0,0,0,0,1,0,1,1,101226.97,0.0,0.0,0.0,0.0,0.0,101226.97,101226.97,1,,1,,,,
8590,122546,21118,24126.12,1,0,0,0,1,0,0,1,0,0,19325.47,0.0,0.0,0.0,57976.41,0.0,77301.88,77301.88,1,nan,,,,,nan
8591,107693,24039,12302.4,0,0,1,1,1,1,0,1,0,0,0.0,0.0,11891.93,11891.93,31711.82,15855.91,71351.6,71351.59,1,nan,,,,,nan
8592,95847,18805,9809.48,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,44821.68,22410.84,67232.52,67232.52,1,nan,,,,,nan
8593,174683,20450,23358.82,0,0,1,1,1,0,0,1,0,0,0.0,0.0,21812.36,21812.36,87249.45,0.0,130874.18,130874.17,1,nan,,,,,nan
8594,61558,13573,13707.8,0,0,0,1,0,1,1,0,1,0,0.0,0.0,0.0,6855.442399999439,0.0,27421.757600000557,34277.2,34277.2,1,,1,,,,
8595,60252,12746,8844.13,0,0,1,1,0,1,1,1,0,0,0.0,0.0,7732.376399998883,7732.376399998883,0.0,23197.117200002234,38661.87,38661.87,1,,1,,,,
8596,179417,47509,38484.06,1,0,0,0,0,1,1,0,1,1,25479.25933884269,0.0,0.0,0.0,0.0,67944.68066115731,93423.94,93423.94,1,,1,,,,
8597,99720,14002,6019.73,1,0,1,1,1,1,1,0,1,0,19924.57,0.0,13283.05,13283.05,13283.05,19924.57,79698.27,79698.29000000001,1,nan,,,,,nan
8598,144759,40009,15997.97,0,0,1,1,0,1,0,1,1,1,0.0,0.0,17750.40359999951,17750.40359999951,0.0,53251.22280000097,88752.03,88752.03,1,,1,,,,
8599,152692,31920,3140.87,1,0,1,0,1,1,1,1,1,0,29407.78,0.0,19605.19,0.0,51463.62,17154.54,117631.13,117631.13,1,nan,,,,,nan
8600,116750,32168,23807.26,1,0,0,1,0,1,1,1,1,1,14024.94,0.0,0.0,9349.96,0.0,37399.84,60774.740000000005,60774.74,1,nan,,,,,nan
8601,113484,10555,6427.51,1,0,0,1,1,0,1,0,0,1,24125.37,0.0,0.0,16083.58,56292.54,0.0,96501.49,96501.49,1,nan,,,,,nan
8602,160603,12408,21585.64,0,0,0,0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,94957.02,31652.34,126609.36,126609.36,1,nan,,,,,nan
8603,134463,13590,26791.38,0,0,1,1,1,1,1,1,0,1,0.0,0.0,15680.27,15680.27,50176.86,12544.22,94081.62,94081.62,1,nan,,,,,nan
8604,128287,9267,16434.51,0,1,1,0,1,0,1,1,1,0,0.0,12823.19,17097.58,0.0,72664.72,0.0,102585.49,102585.49,1,nan,,,,,nan
8605,194607,10393,12718.77,0,0,0,1,1,1,1,1,0,1,0.0,0.0,0.0,28582.54,71456.35,71456.35,171495.23,171495.24000000002,1,nan,,,,,nan
8606,175246,30462,30281.06,1,0,0,0,1,1,0,1,0,1,28625.74,0.0,0.0,0.0,64407.9,21469.3,114502.94,114502.94,1,nan,,,,,nan
8607,112366,16493,9732.08,1,0,1,1,0,0,1,1,0,0,51684.551999999996,0.0,17228.183999999997,17228.183999999997,0.0,0.0,86140.92,86140.91999999998,1,,1,,,,
8608,186781,21550,34340.12,0,0,0,1,1,1,1,0,0,1,0.0,0.0,0.0,21815.15,72717.16,36358.58,130890.88,130890.89,1,nan,,,,,nan
8609,183098,12162,49496.52,0,0,0,0,1,1,0,1,1,0,0.0,0.0,0.0,0.0,80959.65,40479.83,121439.48,121439.48,1,nan,,,,,nan
8610,199636,15239,569.38,1,0,1,1,1,0,0,0,1,0,45956.9,0.0,30637.94,30637.94,76594.84,0.0,183827.62,183827.62,1,nan,,,,,nan
8611,133949,8134,35581.55,0,0,0,0,1,1,0,1,0,1,0.0,0.0,0.0,0.0,36093.38,54140.07,90233.45,90233.45,1,nan,,,,,nan
8612,59044,10149,4495.15,1,0,1,1,0,1,0,1,1,0,10246.12,0.0,6830.75,6830.75,0.0,20492.24,44399.85,44399.86,1,nan,,,,,nan
8613,196692,3721,42322.37,0,0,1,1,1,0,0,1,1,1,0.0,0.0,25108.1,25108.1,100432.42,0.0,150648.63,150648.62,1,nan,,,,,nan
8614,164607,41475,14696.56,1,0,0,0,1,0,1,1,1,0,27108.86,0.0,0.0,0.0,81326.58,0.0,108435.44,108435.44,1,nan,,,,,nan
8615,111337,8844,20845.02,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,81647.98,0.0,0,nan,,,,,nan
8616,138377,2638,8520.4,0,0,1,0,1,1,1,0,0,1,0.0,0.0,21203.1,0.0,70677.0,35338.5,127218.6,127218.6,1,nan,,,,,nan
8617,76977,19031,952.65,0,1,0,1,0,1,1,1,0,0,0.0,7433.916124763657,0.0,9911.884688090859,0.0,39647.54918714549,56993.35,56993.350000000006,1,,1,,,,
8618,76005,3425,22800.77,1,0,1,1,1,1,0,1,1,1,12444.81,0.0,8296.54,8296.54,8296.54,12444.81,49779.23,49779.24,1,nan,,,,,nan
8619,117540,17153,29980.49,0,1,0,1,1,1,1,0,0,0,0.0,8800.81,0.0,11734.42,42746.81,7124.47,70406.51,70406.51,1,nan,,,,,nan
8620,141282,42295,6867.06,1,0,1,1,1,1,1,0,1,1,23029.99,0.0,15353.32,15353.32,19191.65,19191.65,92119.94,92119.93,1,nan,,,,,nan
8621,86706,6492,9965.56,0,0,1,1,1,1,0,1,1,1,0.0,0.0,11708.07,11708.07,40141.97,6690.33,70248.44,70248.44,1,nan,,,,,nan
8622,140955,19966,9342.79,0,0,1,0,1,1,0,0,0,0,0.0,0.0,18607.7,0.0,69778.88,23259.63,111646.21,111646.21,1,nan,,,,,nan
8623,57642,13731,5311.26,0,0,0,0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,28949.81,9649.93,38599.74,38599.740000000005,1,nan,,,,,nan
8624,177347,3103,57405.62,1,0,1,0,1,1,1,1,1,1,29209.6,0.0,19473.06,0.0,51116.79,17038.93,116838.38,116838.38,1,nan,,,,,nan
8625,73330,21410,10032.03,0,0,0,0,1,0,1,0,1,1,0.0,0.0,0.0,0.0,41887.97,0.0,41887.97,41887.97,1,nan,,,,,nan
8626,177576,43585,30648.25,1,0,1,1,1,0,0,0,0,0,25835.69,0.0,17223.79,17223.79,43059.48,0.0,103342.75,103342.75,1,nan,,,,,nan
8627,115114,22795,21324.47,0,0,1,1,0,1,1,1,1,1,0.0,0.0,14198.905999999999,14198.905999999999,0.0,42596.718,70994.53,70994.53,1,,1,,,,
8628,108674,28972,4852.61,0,0,0,0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,59879.51,14969.88,74849.39,74849.39,1,nan,,,,,nan
8629,56028,5981,11558.22,0,0,1,1,1,0,1,0,0,0,0.0,0.0,6414.8,6414.8,25659.19,0.0,38488.78,38488.79,1,nan,,,,,nan
8630,92930,9407,1822.32,0,0,1,0,1,1,1,1,1,0,0.0,0.0,13616.78,0.0,51062.92,17020.97,81700.68,81700.67,1,nan,,,,,nan
8631,79615,839,17415.4,0,0,1,0,1,0,0,0,1,0,0.0,0.0,10226.77,0.0,51133.83,0.0,61360.6,61360.600000000006,1,nan,,,,,nan
8632,177381,4879,6026.89,1,0,0,0,0,1,0,1,1,0,55491.70777777786,0.0,0.0,0.0,0.0,110983.40222222214,166475.11,166475.11,1,,1,,,,
8633,66486,18409,4031.26,0,0,0,1,1,1,1,0,0,1,0.0,0.0,0.0,7340.96,27528.59,9176.2,44045.74,44045.75,1,nan,,,,,nan
8634,178731,14325,2748.98,1,0,1,0,1,1,1,0,0,1,40414.25,0.0,26942.84,0.0,75439.94,18859.99,161657.02,161657.02,1,nan,,,,,nan
8635,170706,40053,31070.24,0,0,0,0,0,1,1,1,0,1,0.0,0.0,0.0,0.0,0.0,99582.76,99582.76,99582.76,1,,1,,,,
8636,62118,14943,13440.28,1,0,1,0,1,0,0,1,0,0,8433.68,0.0,5622.45,0.0,19678.59,0.0,33734.72,33734.72,1,nan,,,,,nan
8637,118438,11914,33547.37,1,0,0,1,1,1,1,1,0,1,18244.16,0.0,0.0,12162.77,31927.28,10642.43,72976.63,72976.64,1,nan,,,,,nan
8638,80809,18751,19006.12,1,0,1,1,1,1,0,1,1,0,10762.97,0.0,7175.31,7175.31,10250.45,7687.84,43051.880000000005,43051.880000000005,1,nan,,,,,nan
8639,197030,27960,52125.31,0,0,0,0,1,1,1,1,0,0,0.0,0.0,0.0,0.0,77963.13,38981.56,116944.69,116944.69,1,nan,,,,,nan
8640,90412,3024,11669.07,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,75718.93,0.0,0,nan,,,,,nan
8641,171435,17852,18867.53,1,0,1,0,0,1,0,1,1,0,31088.19,0.0,20725.46,0.0,0.0,82901.83,134715.47,134715.47999999998,1,nan,,,,,nan
8642,87463,15952,19390.41,0,0,0,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,52120.59,0.0,0,nan,,,,,nan
8643,103341,14881,10400.76,1,0,1,0,1,1,1,0,1,0,19514.81,0.0,13009.87,0.0,39029.62,6504.94,78059.24,78059.24,1,nan,,,,,nan
8644,86981,4095,14399.0,1,0,0,1,0,1,1,1,0,0,15804.69,0.0,0.0,10536.46,0.0,42145.85,68487.0,68487.0,1,nan,,,,,nan
8645,152230,7273,21206.99,0,1,1,0,1,1,1,1,1,1,0.0,15468.75,20625.0,0.0,58437.5,29218.75,123750.01,123750.0,1,nan,,,,,nan
8646,172784,17379,31706.02,1,0,1,0,1,1,1,1,1,0,30924.74,0.0,20616.5,0.0,48105.16,24052.58,123698.98,123698.98,1,nan,,,,,nan
8647,118775,21147,798.77,1,0,0,1,1,1,0,0,0,0,24207.31,0.0,0.0,16138.2,37655.81,18827.91,96829.23,96829.23,1,nan,,,,,nan
8648,88191,5193,26920.92,1,0,1,1,1,1,1,1,0,0,14019.27,0.0,9346.18,9346.18,17524.09,5841.36,56077.08,56077.08,1,nan,,,,,nan
8649,82135,12151,10244.82,0,0,0,1,1,1,1,0,1,1,0.0,0.0,0.0,9956.53,37336.99,12445.66,59739.18,59739.17999999999,1,nan,,,,,nan
8650,101181,24226,22933.91,1,0,1,1,1,1,1,1,0,0,13505.27,0.0,9003.51,9003.51,19293.25,3215.54,54021.09,54021.08,1,nan,,,,,nan
8651,185138,12918,19376.94,0,0,1,1,1,1,0,1,1,0,0.0,0.0,25473.84,25473.84,76421.53,25473.84,152843.06,152843.05,1,nan,,,,,nan
8652,161954,32641,18761.11,1,0,0,1,1,0,0,0,0,0,27637.97,0.0,0.0,18425.31,64488.6,0.0,110551.89,110551.88,1,nan,,,,,nan
8653,127032,25731,26093.06,1,0,1,0,0,1,1,1,1,1,17355.68,0.0,11570.45,0.0,0.0,46281.81,75207.94,75207.94,1,nan,,,,,nan
8654,102291,4962,19420.86,0,0,1,1,1,1,1,1,0,0,0.0,0.0,12984.69,12984.69,20775.5,31163.26,77908.14,77908.14,1,nan,,,,,nan
8655,170771,40714,39161.21,0,0,0,0,1,0,1,1,0,1,0.0,0.0,0.0,0.0,90895.79,0.0,90895.79,90895.79,1,nan,,,,,nan
8656,172098,15303,38422.11,0,1,0,1,1,1,1,1,0,0,0.0,14796.61,0.0,19728.81,55898.31,27949.15,118372.89,118372.88,1,nan,,,,,nan
8657,60322,15592,14669.24,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.0,0.0,30060.76,0.0,30060.76,30060.76,1,nan,,,,,nan
8658,175888,31955,20998.26,1,0,1,0,1,1,0,1,0,1,30733.69,0.0,20489.12,0.0,57369.55,14342.39,122934.74,122934.75,1,nan,,,,,nan
8659,69331,19878,7331.21,0,1,1,1,0,1,0,1,1,1,0.0,4680.2,6240.27,6240.27,0.0,24961.06,42121.79,42121.8,1,nan,,,,,nan
8660,127691,17024,29162.87,0,1,1,0,1,1,1,0,0,1,0.0,10188.02,13584.02,0.0,32989.77,24742.33,81504.13,81504.14,1,nan,,,,,nan
8661,129958,3544,10912.77,1,0,1,0,1,0,1,1,1,1,28875.31,0.0,19250.2,0.0,67375.72,0.0,115501.23,115501.23,1,nan,,,,,nan
8662,190457,6643,22617.51,1,0,0,1,1,1,1,1,0,0,40299.12,0.0,0.0,26866.08,62687.52,31343.76,161196.49,161196.48,1,nan,,,,,nan
8663,112002,26206,19486.68,1,0,1,0,1,1,0,0,1,1,16577.33,0.0,11051.55,0.0,25786.96,12893.48,66309.32,66309.31999999999,1,nan,,,,,nan
8664,145744,13297,10659.86,1,0,1,0,0,1,1,1,1,0,33214.669586776785,0.0,22143.120330578575,0.0,0.0,66429.35008264465,121787.14,121787.14000000001,1,,1,,,,
8665,99941,14842,12248.61,1,0,1,1,1,1,0,1,0,0,18212.6,0.0,12141.73,12141.73,15177.16,15177.16,72850.39,72850.38,1,nan,,,,,nan
8666,73539,4121,3888.41,0,0,1,0,0,0,0,0,0,0,0.0,0.0,65529.59,0.0,0.0,0.0,65529.59,65529.59,1,nan,,,,,nan
8667,140015,4030,38685.22,1,0,0,0,0,0,0,1,0,1,97299.78,0.0,0.0,0.0,0.0,0.0,97299.78,97299.78,1,,1,,,,
8668,87021,17687,1844.91,0,0,0,1,0,0,1,1,1,1,0.0,0.0,0.0,67489.09,0.0,0.0,67489.09,67489.09,1,,1,,,,
8669,189398,8305,14266.87,1,0,0,1,1,0,1,0,1,1,41706.53,0.0,0.0,27804.35,97315.24,0.0,166826.13,166826.12,1,nan,,,,,nan
8670,79889,16397,13966.01,1,0,1,1,1,1,1,0,0,0,12381.5,0.0,8254.33,8254.33,13757.22,6878.61,49525.99,49525.990000000005,1,nan,,,,,nan
8671,187854,54767,18186.1,0,0,1,0,1,0,1,1,1,1,0.0,0.0,19150.15,0.0,95750.75,0.0,114900.9,114900.9,1,nan,,,,,nan
8672,178876,44446,33572.46,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,16809.59,48027.4,36020.55,100857.54,100857.54,1,nan,,,,,nan
8673,50697,8993,2266.7,1,0,1,1,0,1,0,1,1,1,7887.46,0.0,5258.31,5258.31,0.0,21033.23,39437.3,39437.31,1,nan,,,,,nan
8674,194642,57176,20149.74,1,0,1,1,1,1,0,1,0,0,29329.06,0.0,19552.71,19552.71,27932.44,20949.33,117316.26,117316.25,1,nan,,,,,nan
8675,184479,50255,44252.36,1,0,1,0,0,1,1,0,0,0,24537.720991735576,0.0,16358.477024793268,0.0,0.0,49075.44198347115,89971.64,89971.63999999998,1,,1,,,,
8676,188796,34896,27458.64,1,0,1,1,1,1,0,0,0,0,31610.34,0.0,21073.56,21073.56,26341.95,26341.95,126441.36,126441.36,1,nan,,,,,nan
8677,143595,31978,35328.43,0,0,1,0,0,1,1,1,0,1,0.0,0.0,15257.711600000064,0.0,0.0,61030.85839999994,76288.57,76288.57,1,,1,,,,
8678,139038,26983,32223.69,1,0,1,1,1,1,0,1,0,0,19957.83,0.0,13305.22,13305.22,19007.45,14255.59,79831.31,79831.31,1,nan,,,,,nan
8679,142809,25229,39193.15,0,1,1,0,1,1,1,1,0,1,0.0,9798.36,13064.48,0.0,22209.61,33314.41,78386.85,78386.86,1,nan,,,,,nan
8680,89210,20924,21789.91,0,1,0,0,0,1,1,1,1,1,0.0,7341.487229916814,0.0,0.0,0.0,39154.602770083184,46496.09,46496.09,1,,1,,,,
8681,139629,41044,8388.98,1,0,0,0,1,1,1,1,1,0,22549.01,0.0,0.0,0.0,33823.51,33823.51,90196.02,90196.03,1,nan,,,,,nan
8682,168847,461,42814.03,0,0,0,0,1,1,1,0,1,1,0.0,0.0,0.0,0.0,50228.79,75343.18,125571.97,125571.97,1,nan,,,,,nan
8683,175021,13282,18491.41,0,0,1,1,1,1,1,0,1,1,0.0,0.0,23874.6,23874.6,38199.36,57299.04,143247.59,143247.6,1,nan,,,,,nan
8684,149268,879,48130.32,0,1,1,0,1,1,1,1,0,0,0.0,12532.33,16709.78,0.0,56813.25,14203.31,100258.68,100258.67,1,nan,,,,,nan
8685,77018,15123,2570.13,0,1,1,0,1,1,0,1,0,1,0.0,7415.61,9887.48,0.0,33617.43,8404.36,59324.87,59324.880000000005,1,nan,,,,,nan
8686,108912,17360,11122.88,0,1,0,0,1,1,1,1,0,0,0.0,10053.64,0.0,0.0,46916.99,23458.49,80429.12,80429.12,1,nan,,,,,nan
8687,144079,3903,32670.54,1,0,1,1,1,0,1,1,1,1,26876.36,0.0,17917.58,17917.58,44793.94,0.0,107505.46,107505.46,1,nan,,,,,nan
8688,63769,7044,3104.06,0,0,1,0,1,1,0,1,1,0,0.0,0.0,8936.82,0.0,33513.09,11171.03,53620.94,53620.94,1,nan,,,,,nan
8689,193576,52639,1534.87,1,0,0,0,0,1,0,0,1,0,38018.76173553715,0.0,0.0,0.0,0.0,101383.36826446286,139402.13,139402.13,1,,1,,,,
8690,73470,20615,4547.6,1,0,1,1,0,1,1,1,1,0,11147.86,0.0,7431.91,7431.91,0.0,22295.72,48307.4,48307.4,1,nan,,,,,nan
8691,158594,10881,558.43,0,0,1,1,1,1,1,1,1,1,0.0,0.0,24525.76,24525.76,39241.22,58861.83,147154.57,147154.57,1,nan,,,,,nan
8692,71344,4843,16351.2,1,0,1,0,1,1,1,1,1,0,12537.45,0.0,8358.3,0.0,25074.9,4179.15,50149.8,50149.8,1,nan,,,,,nan
8693,82486,8176,1821.76,0,1,0,1,0,1,1,1,0,1,0.0,9454.988733459446,0.0,12606.64816635139,0.0,50426.60310018917,72488.24,72488.24,1,,1,,,,
