estate,debts,wills,husband,wives,father,mother,sons,daughters,brothers_m,sisters_m,grandfather,grandmother,share_husband,share_wife,share_father,share_mother,share_sons,share_daughters,net_estate,shares_total,distribution_check
63443,17121,4685.01,1,0,1,0,1,1,0,1,0,1,10409.25,0.0,6939.5,0.0,16192.16,8096.08,41636.99,41636.990000000005,True
190357,21741,29582.56,0,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,139033.44,0.0,139033.44,139033.44,True
148315,5555,20880.64,1,0,1,1,1,1,0,0,0,1,30469.84,0.0,20313.23,20313.23,40626.45,10156.61,121879.36,121879.36,True
70702,13970,15081.98,0,0,0,1,1,1,0,1,0,1,0.0,0.0,0.0,6941.67,23138.9,11569.45,41650.020000000004,41650.020000000004,True
91558,5393,9486.47,0,1,0,0,1,0,0,1,1,0,0.0,9584.82,0.0,0.0,67093.71,0.0,76678.53,76678.53,True
55681,8638,11322.88,0,0,0,1,1,1,1,1,0,1,0.0,0.0,0.0,5953.35,25514.37,4252.4,35720.12,35720.12,True
111573,21400,22883.64,0,1,0,1,1,1,1,0,1,1,0.0,8411.17,0.0,11214.89,40854.25,6809.04,67289.36,67289.34999999999,True
162927,37866,35418.22,1,0,0,0,1,1,1,1,1,0,22410.69,0.0,0.0,0.0,44821.39,22410.69,89642.78,89642.77,True
128774,21473,12101.94,0,0,1,1,1,0,0,1,1,1,0.0,0.0,15866.51,15866.51,63466.04,0.0,95199.06,95199.06,True
152678,26509,5610.95,1,0,0,1,1,1,1,1,1,1,30139.51,0.0,0.0,20093.01,46883.69,23441.84,120558.05,120558.04999999999,True
88922,19615,20630.79,1,0,0,1,0,1,1,1,0,0,11232.97,0.0,0.0,7488.65,0.0,29954.59,48676.21,48676.21,True
62704,15483,283.89,0,0,1,0,1,0,1,0,1,0,0.0,0.0,7822.85,0.0,39114.26,0.0,46937.11,46937.11,True
148654,15640,5726.58,0,0,1,1,0,1,1,0,0,0,0.0,0.0,21214.57,21214.57,0.0,63643.71,127287.42,106072.85,False
70075,511,10690.95,1,0,0,1,0,1,1,1,1,0,14718.26,0.0,0.0,9812.17,0.0,29436.53,58873.05,53966.96,False
169160,16679,46498.18,1,0,0,0,1,0,1,1,1,1,26495.71,0.0,0.0,0.0,79487.12,0.0,105982.82,105982.82999999999,True
171964,47809,24388.86,0,0,1,0,0,1,0,1,1,0,0.0,0.0,16627.69,0.0,0.0,49883.07,99766.14,66510.76,False
148931,24957,28585.36,0,1,0,1,1,1,0,1,1,1,0.0,11923.58,0.0,15898.11,45044.64,22522.32,95388.64,95388.65,True
97609,20643,7123.92,1,0,1,0,1,1,1,1,1,1,17460.52,0.0,11640.35,0.0,32592.97,8148.24,69842.08,69842.08,True
102765,11660,4842.09,1,0,0,1,0,0,0,1,1,1,43131.46,0.0,0.0,14377.15,0.0,0.0,86262.91,57508.61,False
92145,18391,19723.02,1,0,0,0,1,1,1,0,1,0,13507.74,0.0,0.0,0.0,20261.62,20261.62,54030.979999999996,54030.979999999996,True
96412,15621,14959.11,1,0,0,1,1,0,0,0,0,0,16457.97,0.0,0.0,10971.98,38401.94,0.0,65831.89,65831.89,True
176224,51962,11550.86,1,0,0,1,1,1,0,1,0,0,28177.78,0.0,0.0,18785.19,37570.38,28177.79,112711.14,112711.14000000001,True
141474,40559,14390.45,1,0,1,0,1,0,0,0,0,1,21631.14,0.0,14420.76,0.0,50472.65,0.0,86524.55,86524.55,True
73193,8198,18906.77,1,0,0,1,1,0,1,0,1,0,11522.06,0.0,0.0,7681.37,26884.8,0.0,46088.229999999996,46088.229999999996,True
62114,127,17277.21,0,0,1,0,0,1,1,0,0,1,0.0,0.0,7451.63,0.0,0.0,29806.53,44709.79,37258.159999999996,False
153331,7331,10072.77,1,0,1,1,1,1,1,1,0,1,33981.81,0.0,22654.54,22654.54,37757.56,18878.78,135927.23,135927.22999999998,True
168949,351,37276.5,0,0,0,1,0,1,0,0,1,0,0.0,0.0,0.0,21886.92,0.0,65660.75,131321.5,87547.67,False
160221,19710,21446.36,0,1,1,0,0,1,0,1,1,1,0.0,14883.08,19844.11,0.0,0.0,59532.32,119064.64,94259.51000000001,False
199937,12161,4788.77,0,1,1,1,1,1,1,0,1,1,0.0,22873.4,30497.87,30497.87,66078.72,33039.36,182987.23,182987.21999999997,True
75138,2669,283.99,0,0,0,1,0,0,1,1,1,0,0.0,0.0,0.0,12030.83,0.0,0.0,72185.01,12030.83,False
172929,16220,36572.59,1,0,0,1,1,1,0,1,0,1,30034.1,0.0,0.0,20022.74,60068.21,10011.37,120136.41,120136.41999999998,True
107970,20621,15068.47,1,0,0,1,1,0,1,1,1,0,18070.13,0.0,0.0,12046.75,42163.64,0.0,72280.53,72280.52,True
181270,13699,48643.1,1,0,1,1,1,1,1,1,1,0,29731.97,0.0,19821.32,19821.32,33035.53,16517.76,118927.9,118927.9,True
181239,37800,14933.31,1,0,1,0,0,1,0,1,1,1,32126.42,0.0,21417.61,0.0,0.0,64252.85,128505.69,117796.88,False
67377,15645,14165.69,1,0,0,0,0,0,1,1,1,1,18783.15,0.0,0.0,0.0,0.0,0.0,37566.31,18783.15,False
79402,9197,3733.86,1,0,1,1,1,0,0,0,0,0,16617.78,0.0,11078.52,11078.52,27696.31,0.0,66471.14,66471.13,True
123150,34401,27483.05,0,0,1,1,1,1,1,1,0,0,0.0,0.0,10210.99,10210.99,27229.31,13614.66,61265.95,61265.95,True
96138,13841,5262.02,1,0,1,1,1,0,0,1,0,0,19258.74,0.0,12839.16,12839.16,32097.91,0.0,77034.98,77034.97,True
198756,49075,4378.89,0,0,0,1,1,1,1,0,0,1,0.0,0.0,0.0,24217.02,80723.39,40361.7,145302.11,145302.11,True
156789,31970,32223.3,0,1,0,1,1,1,1,0,1,1,0.0,11574.46,0.0,15432.62,49191.47,16397.16,92595.7,92595.71,True
185222,17682,37938.35,1,0,1,0,1,0,1,1,0,0,32400.41,0.0,21600.27,0.0,75600.96,0.0,129601.65,129601.64000000001,True
99519,24365,23279.93,0,0,0,0,1,0,1,1,0,1,0.0,0.0,0.0,0.0,51874.07,0.0,51874.07,51874.07,True
121454,10447,3569.48,1,0,1,0,1,1,0,1,1,1,26859.38,0.0,17906.25,0.0,25068.75,37603.13,107437.52,107437.51000000001,True
160987,39482,26428.21,0,0,1,1,1,1,0,1,1,0,0.0,0.0,15846.13,15846.13,25353.81,38030.72,95076.79000000001,95076.79000000001,True
104522,28375,11136.34,1,0,1,1,1,1,0,1,0,1,16252.67,0.0,10835.11,10835.11,18058.52,9029.26,65010.66,65010.670000000006,True
123877,17307,34730.35,1,0,0,1,1,0,1,0,1,1,17959.91,0.0,0.0,11973.27,41906.46,0.0,71839.65,71839.64,True
164451,45835,26634.02,1,0,0,0,1,1,0,1,0,0,22995.49,0.0,0.0,0.0,39420.85,29565.64,91981.98,91981.98,True
63682,11911,12453.36,0,1,1,0,1,0,0,1,1,1,0.0,4914.7,6552.94,0.0,27850.0,0.0,39317.64,39317.64,True
138790,31803,15865.39,1,0,1,1,1,1,1,1,1,1,22780.4,0.0,15186.93,15186.93,25311.56,12655.78,91121.61,91121.6,True
90321,20698,272.26,1,0,0,0,1,1,1,0,1,0,17337.69,0.0,0.0,0.0,39009.79,13003.26,69350.74,69350.73999999999,True
157971,37067,4403.08,1,0,0,1,1,1,1,1,0,1,29125.23,0.0,0.0,19416.82,50969.15,16989.72,116500.92,116500.92000000001,True
88239,15691,21606.64,0,1,0,0,1,1,0,0,1,1,0.0,6367.67,0.0,0.0,29715.79,14857.9,50941.36,50941.36,True
77962,15937,8006.33,0,1,0,0,0,0,1,1,0,1,0.0,13504.67,0.0,0.0,0.0,0.0,54018.67,13504.67,False
140502,9987,31912.24,0,1,1,0,1,1,1,1,0,1,0.0,12325.34,16433.79,0.0,34921.81,34921.81,98602.76,98602.75,True
75107,3928,14798.44,0,0,1,1,1,0,1,1,1,1,0.0,0.0,9396.76,9396.76,37587.04,0.0,56380.56,56380.56,True
118532,16145,25745.23,0,0,1,0,1,1,1,0,0,1,0.0,0.0,12773.63,0.0,42578.76,21289.38,76641.77,76641.77,True
141553,36368,27810.67,1,0,0,0,1,1,0,1,1,0,19343.58,0.0,0.0,0.0,38687.17,19343.58,77374.33,77374.33,True
90900,5977,25305.65,1,0,0,0,1,1,0,1,0,0,14904.34,0.0,0.0,0.0,33534.76,11178.25,59617.35,59617.350000000006,True
98935,27737,13675.28,0,1,0,1,1,0,1,1,0,1,0.0,7190.34,0.0,9587.12,40745.26,0.0,57522.72,57522.72,True
104201,20110,15826.88,0,1,1,0,1,0,1,1,0,1,0.0,8533.01,11377.35,0.0,48353.75,0.0,68264.12,68264.11,True
98991,14745,167.99,1,0,1,0,1,1,1,1,1,1,21019.5,0.0,14013.0,0.0,19618.2,29427.3,84078.01,84078.0,True
90149,11943,13909.22,0,1,1,1,0,1,1,1,1,0,0.0,7144.09,9525.45,9525.45,0.0,38101.8,64296.78,64296.79000000001,True
118563,3250,22790.46,0,0,0,0,1,1,1,0,1,0,0.0,0.0,0.0,0.0,46261.27,46261.27,92522.54000000001,92522.54,True
87443,77,19941.43,0,0,1,1,1,0,1,1,0,0,0.0,0.0,11237.43,11237.43,44949.71,0.0,67424.57,67424.57,True
161195,16158,10074.55,0,0,1,1,1,1,1,1,0,0,0.0,0.0,22493.74,22493.74,77121.4,12853.57,134962.45,134962.45,True
113353,33342,17069.82,0,1,0,0,0,1,0,1,0,1,0.0,7867.65,0.0,0.0,0.0,41960.79,62941.18,49828.44,False
104408,25597,17220.28,0,1,1,1,1,1,1,0,0,0,0.0,7698.84,10265.12,10265.12,22241.09,11120.55,61590.72,61590.72,True
52246,13621,5284.96,1,0,1,1,1,1,0,0,0,0,8335.01,0.0,5556.67,5556.67,6945.84,6945.84,33340.04,33340.03,True
149564,39962,8805.17,1,0,1,1,1,1,1,1,1,0,25199.21,0.0,16799.47,16799.47,35998.87,5999.81,100796.83,100796.83,True
142656,16139,27238.14,1,0,0,1,1,1,0,1,1,0,24819.72,0.0,0.0,16546.48,23165.07,34747.6,99278.86,99278.87,True
178476,32755,27635.18,1,0,0,0,0,1,1,1,1,0,29521.46,0.0,0.0,0.0,0.0,78723.88,118085.82,108245.34,False
111392,10941,25279.35,1,0,1,1,1,0,1,1,1,1,18792.91,0.0,12528.61,12528.61,31321.52,0.0,75171.65,75171.65000000001,True
96142,14074,18178.91,0,0,0,1,1,0,0,1,0,1,0.0,0.0,0.0,10648.18,53240.91,0.0,63889.09,63889.090000000004,True
197218,26238,13992.61,0,0,1,0,1,1,1,1,0,0,0.0,0.0,26164.57,0.0,98117.12,32705.71,156987.39,156987.4,True
50607,8123,4792.86,1,0,0,1,1,1,1,1,1,1,9422.78,0.0,0.0,6281.86,14657.67,7328.83,37691.14,37691.14,True
117486,8836,16725.68,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,15320.72,51069.07,25534.53,91924.32,91924.31999999999,True
132599,23252,7920.48,0,0,0,0,1,1,0,1,1,1,0.0,0.0,0.0,0.0,67617.68,33808.84,101426.52,101426.51999999999,True
104220,18279,9294.92,0,0,0,1,1,1,0,0,0,1,0.0,0.0,0.0,12774.35,42581.16,21290.58,76646.08,76646.09,True
123419,9624,20405.51,0,1,0,1,1,1,1,0,1,0,0.0,11673.69,0.0,15564.92,52920.71,13230.18,93389.49,93389.5,True
128364,30858,28706.29,1,0,1,0,1,1,0,0,1,1,17199.93,0.0,11466.62,0.0,22933.24,17199.93,68799.70999999999,68799.72,True
93205,8198,17320.49,1,0,1,1,1,0,1,0,1,1,16921.63,0.0,11281.08,11281.08,28202.71,0.0,67686.51,67686.5,True
86085,13575,16458.72,1,0,0,1,1,1,1,0,1,0,14012.82,0.0,0.0,9341.88,28025.64,4670.94,56051.28,56051.28,True
170432,25964,31343.27,1,0,0,0,1,1,1,1,0,0,28281.18,0.0,0.0,0.0,56562.36,28281.18,113124.73,113124.72,True
143878,23376,2034.72,0,0,1,1,1,1,1,1,0,1,0.0,0.0,19744.55,19744.55,45130.39,33847.79,118467.28,118467.28,True
114849,34252,11195.49,1,0,0,1,1,1,1,1,1,1,17350.38,0.0,0.0,11566.92,26989.48,13494.74,69401.51,69401.52,True
156669,38988,18250.38,1,0,1,0,1,1,1,1,0,1,24857.65,0.0,16571.77,0.0,43500.9,14500.3,99430.62,99430.62000000001,True
138642,26666,33953.0,0,0,0,0,1,0,1,1,0,0,0.0,0.0,0.0,0.0,78023.0,0.0,78023.0,78023.0,True
122372,21380,478.89,1,0,0,1,1,1,0,1,1,0,25128.28,0.0,0.0,16752.18,43974.49,14658.16,100513.11,100513.11,True
100628,8815,8962.88,1,0,1,1,0,1,1,1,0,1,16570.02,0.0,11046.68,11046.68,0.0,44186.73,82850.12,82850.11000000002,True
192454,30645,15960.89,0,0,1,1,1,1,0,0,1,0,0.0,0.0,24308.02,24308.02,72924.05,24308.02,145848.11,145848.11,True
199324,56934,35442.98,0,1,0,0,1,1,1,0,1,0,0.0,13368.38,0.0,0.0,53473.51,40105.13,106947.01999999999,106947.01999999999,True
131250,785,2028.88,0,0,1,0,1,1,0,1,0,1,0.0,0.0,21406.02,0.0,42812.04,64218.06,128436.12,128436.12,True
122773,9013,16563.84,1,0,1,0,1,1,1,1,0,1,24299.04,0.0,16199.36,0.0,28348.88,28348.88,97196.16,97196.16,True
127647,19555,4880.84,0,0,0,1,1,1,1,1,1,1,0.0,0.0,0.0,17201.86,57339.53,28669.77,103211.16,103211.16,True
177974,30734,47353.06,1,0,0,1,1,1,0,1,0,0,24971.74,0.0,0.0,16647.82,43700.54,14566.85,99886.94,99886.95000000001,True
117746,14456,19348.11,1,0,0,1,1,1,1,0,1,1,20985.47,0.0,0.0,13990.31,19586.44,29379.66,83941.89,83941.88,True
186305,24450,30933.53,1,0,1,1,1,1,1,1,1,0,32730.37,0.0,21820.24,21820.24,27275.31,27275.31,130921.47,130921.47,True
79046,11064,8835.3,0,0,1,1,0,1,1,1,1,1,0.0,0.0,9857.78,9857.78,0.0,39431.13,59146.7,59146.69,True
69734,100,18858.85,1,0,1,1,1,1,1,0,0,0,12693.79,0.0,8462.52,8462.52,10578.16,10578.16,50775.15,50775.15000000001,True
90981,10407,20473.96,0,0,1,1,1,1,1,0,0,0,0.0,0.0,10016.67,10016.67,30050.02,10016.67,60100.04,60100.03,True
149057,31165,8101.62,0,1,0,1,1,0,1,0,1,0,0.0,13723.8,0.0,18298.4,77768.19,0.0,109790.38,109790.39,True
116029,21694,22181.71,0,0,0,0,1,0,1,1,0,1,0.0,0.0,0.0,0.0,72153.29,0.0,72153.29000000001,72153.29,True
183423,13560,8755.5,1,0,0,1,1,0,0,0,0,0,40276.88,0.0,0.0,26851.25,93979.38,0.0,161107.5,161107.51,True
54332,5573,1915.78,1,0,1,1,1,0,1,0,1,1,11710.81,0.0,7807.2,7807.2,19518.01,0.0,46843.22,46843.22,True
186543,28336,11014.3,1,0,1,1,1,1,1,0,1,1,36798.18,0.0,24532.12,24532.12,40886.86,20443.43,147192.7,147192.71,True
64790,9369,14853.73,1,0,1,0,1,1,1,0,0,1,10141.82,0.0,6761.21,0.0,18931.39,4732.85,40567.270000000004,40567.27,True
64387,15213,489.27,1,0,0,0,1,1,1,1,0,1,12171.18,0.0,0.0,0.0,14605.42,21908.13,48684.73,48684.729999999996,True
93062,12618,15691.22,1,0,0,1,1,0,0,1,1,0,16188.19,0.0,0.0,10792.13,37772.46,0.0,64752.78,64752.78,True
196845,21720,28925.64,1,0,0,0,1,1,0,0,1,0,36549.84,0.0,0.0,0.0,82237.14,27412.38,146199.36,146199.36,True
136952,21641,3681.54,0,1,0,0,1,1,1,0,1,1,0.0,13953.68,0.0,0.0,83722.1,13953.68,111629.46,111629.45999999999,True
159909,38860,9309.91,1,0,1,1,0,1,1,1,1,0,22347.82,0.0,14898.55,14898.55,0.0,59594.18,111739.09,111739.1,True
100075,20306,907.79,0,1,0,0,1,1,1,1,1,1,0.0,9857.65,0.0,0.0,46002.37,23001.19,78861.21,78861.21,True
135123,22441,2857.63,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.0,0.0,109824.37,0.0,109824.37,109824.37,True
180122,15348,749.31,1,0,1,0,0,0,1,1,1,0,82012.35,0.0,27337.45,0.0,0.0,0.0,164024.69,109349.8,False
158250,6537,31723.75,1,0,0,0,1,1,1,1,0,1,29997.31,0.0,0.0,0.0,51423.96,38567.97,119989.25,119989.24,True
66991,719,18054.07,0,0,1,0,1,0,1,1,0,0,0.0,0.0,8036.32,0.0,40181.61,0.0,48217.93,48217.93,True
124858,8030,9352.54,0,0,1,1,1,1,0,1,0,0,0.0,0.0,17912.58,17912.58,57320.25,14330.06,107475.45999999999,107475.47,True
144518,38529,32416.64,1,0,1,0,1,1,1,1,1,0,18393.09,0.0,12262.06,0.0,32187.91,10729.3,73572.36,73572.36,True
61507,11692,13952.56,1,0,0,0,1,1,0,1,0,1,8965.61,0.0,0.0,0.0,15369.62,11527.21,35862.44,35862.44,True
138881,34885,7442.59,0,1,0,1,1,1,1,0,1,0,0.0,12069.18,0.0,16092.24,58621.71,9770.29,96553.41,96553.42000000001,True
183167,9899,46924.91,0,0,0,0,1,1,0,0,0,1,0.0,0.0,0.0,0.0,94757.32,31585.77,126343.09,126343.09000000001,True
114058,11480,26817.74,1,0,0,0,0,0,1,1,0,1,37880.13,0.0,0.0,0.0,0.0,0.0,75760.26,37880.13,False
192591,18774,41192.12,0,0,1,0,1,1,1,0,1,1,0.0,0.0,22104.15,0.0,44208.29,66312.44,132624.88,132624.88,True
167625,49976,20556.8,1,0,0,0,1,1,1,1,1,1,24273.05,0.0,0.0,0.0,36409.57,36409.57,97092.2,97092.19,True
135311,24647,10071.04,0,1,1,1,1,0,1,1,1,0,0.0,12574.12,16765.49,16765.49,54487.85,0.0,100592.95999999999,100592.95000000001,True
54485,12632,13811.47,0,0,0,1,0,0,0,1,0,1,0.0,0.0,0.0,4673.59,0.0,0.0,28041.53,4673.59,False
113215,14535,6011.43,1,0,0,1,1,1,0,1,1,1,23167.14,0.0,0.0,15444.76,36037.78,18018.89,92668.57,92668.56999999999,True
181967,11555,47966.46,0,0,0,1,1,0,1,1,0,0,0.0,0.0,0.0,20407.59,102037.95,0.0,122445.54000000001,122445.54,True
83889,1301,15864.77,0,0,1,0,1,0,1,1,1,0,0.0,0.0,11120.54,0.0,55602.69,0.0,66723.23,66723.23000000001,True
61430,2301,7558.18,1,0,0,1,0,1,0,1,1,1,12892.7,0.0,0.0,8595.14,0.0,25785.41,51570.82,47273.25,False
116969,15571,21156.32,1,0,1,1,1,1,1,1,1,1,20060.42,0.0,13373.61,13373.61,13373.61,20060.42,80241.68,80241.67,True
130350,14767,36152.9,1,0,1,0,1,1,0,1,1,1,19857.53,0.0,13238.35,0.0,39715.05,6619.18,79430.1,79430.10999999999,True
163191,44077,19284.44,0,0,1,0,0,1,1,0,0,1,0.0,0.0,16638.26,0.0,0.0,66553.04,99829.56,83191.29999999999,False
106587,12827,8877.41,1,0,0,1,0,1,0,1,1,1,21220.65,0.0,0.0,14147.1,0.0,42441.29,84882.59,77809.04000000001,False
190074,35103,37930.31,0,0,1,0,1,0,1,0,0,0,0.0,0.0,19506.78,0.0,97533.91,0.0,117040.69,117040.69,True
58389,1093,252.16,0,0,1,1,0,1,1,0,0,1,0.0,0.0,9507.31,9507.31,0.0,38029.23,57043.84,57043.850000000006,True
124360,11266,17362.74,1,0,1,1,0,1,1,1,0,0,22091.83,0.0,14727.89,14727.89,0.0,44183.66,95731.26,95731.27,True
192627,17794,12829.29,1,0,1,0,1,1,1,1,0,0,40500.93,0.0,27000.62,0.0,37800.87,56701.3,162003.71,162003.72000000003,True
182753,689,4911.59,1,0,1,0,1,0,1,1,0,0,44288.1,0.0,29525.4,0.0,103338.91,0.0,177152.41,177152.41,True
78458,6795,16224.29,0,1,0,0,0,1,1,1,0,1,0.0,6929.84,0.0,0.0,0.0,36959.14,55438.71,43888.979999999996,False
50888,14356,9962.99,0,0,1,0,1,1,0,1,0,0,0.0,0.0,4428.17,0.0,12651.91,9488.93,26569.010000000002,26569.010000000002,True
68696,14906,3148.14,0,1,1,0,1,1,1,0,1,1,0.0,6330.23,8440.31,0.0,14348.53,21522.79,50641.86,50641.86,True
129670,15590,24773.73,1,0,0,0,1,0,1,1,1,0,22326.57,0.0,0.0,0.0,66979.7,0.0,89306.27,89306.26999999999,True
85939,20879,15032.96,1,0,1,1,1,0,1,0,0,0,12506.76,0.0,8337.84,8337.84,20844.6,0.0,50027.04,50027.03999999999,True
62528,1114,1234.64,0,1,1,1,0,0,0,1,0,0,0.0,15044.84,35104.63,10029.89,0.0,0.0,60179.36,60179.36,True
85690,15772,1097.96,0,1,0,1,1,1,0,0,0,0,0.0,8602.5,0.0,11470.01,36560.65,12186.88,68820.04,68820.04000000001,True
60174,5239,5855.06,0,1,0,1,0,1,1,1,0,0,0.0,6134.99,0.0,8179.99,0.0,32719.96,49079.94,47034.94,False
66857,18332,9272.99,1,0,0,1,1,1,1,0,0,0,9813.0,0.0,0.0,6542.0,15264.67,7632.34,39252.01,39252.009999999995,True
115350,1105,19115.85,0,0,1,0,1,1,1,1,1,1,0.0,0.0,15854.86,0.0,63419.43,15854.86,95129.15,95129.15000000001,True
178043,25117,44647.51,0,0,1,0,1,0,1,1,1,0,0.0,0.0,18046.41,0.0,90232.07,0.0,108278.48999999999,108278.48000000001,True
180088,53002,13989.98,0,1,1,0,1,1,1,1,0,1,0.0,14137.0,18849.34,0.0,40054.84,40054.84,113096.02,113096.01999999999,True
53739,14664,1317.91,0,0,0,1,0,0,1,1,0,0,0.0,0.0,0.0,6292.85,0.0,0.0,37757.09,6292.85,False
184208,31852,16889.81,0,0,0,1,1,1,1,1,1,0,0.0,0.0,0.0,22577.7,64507.71,48380.78,135466.19,135466.19,True
152192,41509,34613.44,1,0,1,0,1,1,0,1,0,0,19017.39,0.0,12678.26,0.0,29582.61,14791.3,76069.56,76069.56,True
125805,16845,12235.34,0,0,1,0,1,1,1,0,0,1,0.0,0.0,16120.78,0.0,53735.92,26867.96,96724.66,96724.66,True
92808,20033,15305.65,1,0,1,1,0,1,1,1,0,1,13262.16,0.0,8841.44,8841.44,0.0,26524.32,57469.35,57469.36,True
60729,2853,5218.89,0,1,0,1,1,0,0,0,0,1,0.0,6582.14,0.0,8776.18,37298.79,0.0,52657.11,52657.11,True
180826,164,34323.52,0,1,1,1,1,1,0,0,0,0,0.0,18292.31,24389.75,24389.75,52844.45,26422.23,146338.48,146338.49,True
58602,10766,7309.57,1,0,1,1,1,1,1,1,1,1,10131.61,0.0,6754.4,6754.4,13508.81,3377.2,40526.43,40526.42,True
111723,30130,58.31,0,0,0,1,0,1,1,0,1,1,0.0,0.0,0.0,13589.11,0.0,54356.46,81534.69,67945.57,False
150231,14632,43204.63,0,1,0,1,1,1,0,1,1,1,0.0,11549.3,0.0,15399.06,49084.51,16361.5,92394.37,92394.37,True
103165,23046,5142.07,0,1,1,1,0,1,0,0,0,0,0.0,8330.77,11107.69,11107.69,0.0,44430.77,74976.93,74976.92,True
149280,5701,35102.19,0,1,0,1,0,1,1,1,0,1,0.0,13559.6,0.0,18079.47,0.0,72317.87,108476.81,103956.94,False
155151,39408,9987.96,0,0,0,1,1,0,1,0,0,1,0.0,0.0,0.0,17625.84,88129.2,0.0,105755.04000000001,105755.04,True
96083,3475,25570.43,1,0,0,0,1,1,0,0,0,1,16759.39,0.0,0.0,0.0,43095.58,7182.6,67037.57,67037.57,True
189065,37845,19477.88,0,1,0,0,1,0,1,0,0,0,0.0,16467.76,0.0,0.0,115274.35,0.0,131742.12,131742.11000000002,True
89848,11927,6943.27,1,0,0,1,1,0,1,0,1,1,17744.43,0.0,0.0,11829.62,41403.68,0.0,70977.73,70977.73000000001,True
71058,17899,11014.91,1,0,0,1,0,1,1,1,1,0,9725.56,0.0,0.0,6483.71,0.0,25934.82,42144.09,42144.09,True
141163,25503,5463.55,0,0,0,0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,73464.3,36732.15,110196.45,110196.45000000001,True
142508,24371,16821.85,1,0,0,0,1,1,1,1,1,0,25328.79,0.0,0.0,0.0,50657.57,25328.79,101315.15,101315.15,True
128676,23888,5392.15,0,0,1,1,0,0,0,1,0,0,0.0,0.0,82829.88,16565.97,0.0,0.0,99395.85,99395.85,True
156166,23910,19474.63,1,0,1,0,1,1,1,0,0,0,28195.34,0.0,18796.89,0.0,26315.65,39473.48,112781.37,112781.36000000002,True
113284,25204,11025.51,0,0,1,0,1,0,1,1,0,0,0.0,0.0,12842.42,0.0,64212.08,0.0,77054.49,77054.5,True
182537,44299,21421.65,1,0,0,1,1,1,1,1,0,1,29204.09,0.0,0.0,19469.39,27257.15,40885.72,116816.35,116816.35,True
127701,9214,10915.51,1,0,1,1,1,0,0,0,0,1,26892.87,0.0,17928.58,17928.58,44821.45,0.0,107571.49,107571.48,True
175465,19349,14623.59,1,0,0,0,1,0,0,0,1,1,35373.1,0.0,0.0,0.0,106119.31,0.0,141492.41,141492.41,True
182192,51198,8877.16,0,0,0,1,1,1,0,1,1,1,0.0,0.0,0.0,20352.81,50882.02,50882.02,122116.84,122116.85,True
54896,3870,2202.45,0,0,1,1,1,0,0,1,1,0,0.0,0.0,8137.26,8137.26,32549.03,0.0,48823.55,48823.55,True
52128,990,11924.18,1,0,1,1,1,1,1,1,1,1,9803.45,0.0,6535.64,6535.64,9336.62,7002.47,39213.82,39213.82,True
161771,8290,44777.07,1,0,0,0,1,1,0,1,1,0,27175.98,0.0,0.0,0.0,69881.1,11646.85,108703.93,108703.93000000001,True
95081,9532,10961.05,1,0,1,0,0,1,0,1,1,0,18646.99,0.0,12431.32,0.0,0.0,37293.97,74587.95,68372.28,False
82632,6499,9473.76,0,0,0,0,0,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,44439.49,66659.24,44439.49,False
132423,13506,1999.08,1,0,1,1,1,1,1,0,0,1,29229.48,0.0,19486.32,19486.32,36536.85,12178.95,116917.92,116917.92,True
190003,2239,13734.88,1,0,1,0,0,1,1,1,0,1,43507.28,0.0,29004.85,0.0,0.0,87014.56,174029.12,159526.69,False
160529,1970,34614.93,1,0,0,1,0,1,1,0,1,1,28602.48,0.0,0.0,19068.32,0.0,76273.27,123944.07,123944.07,True
80056,8069,3890.94,1,0,1,0,1,1,0,0,0,0,17024.01,0.0,11349.34,0.0,19861.35,19861.35,68096.06,68096.04999999999,True
112947,17375,15026.81,0,1,1,0,0,1,0,1,0,0,0.0,10068.15,13424.2,0.0,0.0,53696.79,80545.19,77189.14,False
101012,4307,5961.58,0,0,1,0,0,1,1,0,0,0,0.0,0.0,15123.9,0.0,0.0,45371.71,90743.42,60495.61,False
65982,17344,2954.95,0,0,1,1,1,1,1,1,0,1,0.0,0.0,7613.84,7613.84,20303.58,10151.79,45683.05,45683.05,True
156833,5324,148.09,1,0,0,0,0,1,1,1,1,0,37840.23,0.0,0.0,0.0,0.0,100907.27,151360.91,138747.5,False
173649,11751,11136.59,1,0,1,0,0,1,1,1,1,1,37690.35,0.0,25126.9,0.0,0.0,75380.71,150761.41,138197.96000000002,False
56971,16671,13129.71,0,0,1,1,0,1,0,0,1,1,0.0,0.0,4528.38,4528.38,0.0,13585.15,27170.29,22641.91,False
112388,30203,22979.05,0,0,1,0,0,1,0,1,1,0,0.0,0.0,9867.66,0.0,0.0,29602.97,59205.95,39470.630000000005,False
76180,2012,20999.51,1,0,1,1,0,1,0,1,0,0,10633.7,0.0,7089.13,7089.13,0.0,28356.53,53168.490000000005,53168.490000000005,True
191625,24684,40723.73,0,1,0,1,1,1,0,1,0,0,0.0,15777.16,0.0,21036.21,59602.6,29801.3,126217.26999999999,126217.27,True
