text,estate,total_assets,debts,funeral_expenses,bequests,wife,husband,sons,daughters,father,mother,brothers,sisters,grandchildren
"The estate is worth $619,452.99. It has debts of $129,491.73, funeral expenses of $4,135.02, a bequest of $31,322.44. Survivors include: a wife, 5 son(s), 4 daughter(s), a father, a mother, 2 grandchild(ren)",454503.8,619452.99,129491.73,4135.02,31322.44,1,0,5,4,1,1,0,0,2
"The estate is worth $222,989.47. It has debts of $3,640.85, funeral expenses of $9,038.20, a bequest of $6,759.65. Survivors include: a husband, 2 son(s), 5 daughter(s), 1 brother(s), 1 grandchild(ren)",203550.77,222989.47,3640.85,9038.2,6759.65,0,1,2,5,0,0,1,0,1
"The estate is worth $979,136.36. It has debts of $175,135.75, funeral expenses of $6,078.31, a bequest of $107,861.99. Survivors include: a husband, 4 son(s), a father, a mother, 3 brother(s), 3 sister(s), 2 grandchild(ren)",690060.3099999999,979136.36,175135.75,6078.31,107861.99,0,1,4,0,1,1,3,3,2
"The estate is worth $706,137.77. It has debts of $88,714.24, funeral expenses of $3,956.99, a bequest of $38,556.67. Survivors include: 3 son(s), a father, a mother, 2 grandchild(ren)",574909.87,706137.77,88714.24,3956.99,38556.67,0,0,3,0,1,1,0,0,2
"The estate is worth $380,676.93. It has debts of $82,761.28, funeral expenses of $5,054.79, a bequest of $80,870.94. Survivors include: a husband, 2 son(s), a father, 1 brother(s)",211989.92000000004,380676.93,82761.28,5054.79,80870.94,0,1,2,0,1,0,1,0,0
"The estate is worth $558,752.98. It has debts of $110,080.91, funeral expenses of $7,045.16, a bequest of $58,371.96. Survivors include: a wife, 3 son(s), 3 brother(s), 3 sister(s), 2 grandchild(ren)",383254.95,558752.98,110080.91,7045.16,58371.96,1,0,3,0,0,0,3,3,2
"The estate is worth $517,458.49. It has debts of $45,027.67, funeral expenses of $6,450.92, a bequest of $124,436.31. Survivors include: a husband, 2 daughter(s), a mother, 1 brother(s), 2 sister(s), 2 grandchild(ren)",341543.59,517458.49,45027.67,6450.92,124436.31,0,1,0,2,0,1,1,2,2
"The estate is worth $781,029.54. It has debts of $85,196.85, funeral expenses of $6,479.12, a bequest of $70,187.46. Survivors include: a wife, 5 son(s), 3 daughter(s), 3 brother(s), 1 sister(s), 2 grandchild(ren)",619166.1100000001,781029.54,85196.85,6479.12,70187.46,1,0,5,3,0,0,3,1,2
"The estate is worth $520,823.56. It has debts of $114,491.80, funeral expenses of $8,380.21, a bequest of $51,400.80. Survivors include: a husband, 5 son(s), 3 daughter(s), 1 brother(s), 2 sister(s), 2 grandchild(ren)",346550.75,520823.56,114491.8,8380.21,51400.8,0,1,5,3,0,0,1,2,2
"The estate is worth $521,544.24. It has debts of $25,005.44, funeral expenses of $4,414.32, a bequest of $108,493.38. Survivors include: a husband, 4 son(s), 3 daughter(s), a mother, 1 sister(s)",383631.1,521544.24,25005.44,4414.32,108493.38,0,1,4,3,0,1,0,1,0
"The estate is worth $138,556.69. It has debts of $24,182.32, funeral expenses of $6,273.73, a bequest of $32,428.43. Survivors include: 4 son(s), 1 daughter(s), a father, 3 brother(s), 2 sister(s), 1 grandchild(ren)",75672.20999999999,138556.69,24182.32,6273.73,32428.43,0,0,4,1,1,0,3,2,1
"The estate is worth $863,857.81. It has debts of $115,897.73, funeral expenses of $2,328.69, a bequest of $177,008.47. Survivors include: a husband, 5 son(s), 4 daughter(s), 1 brother(s), 1 grandchild(ren)",568622.9200000002,863857.81,115897.73,2328.69,177008.47,0,1,5,4,0,0,1,0,1
"The estate is worth $332,965.16. It has debts of $26,047.47, funeral expenses of $9,987.10, a bequest of $44,622.49. Survivors include: a wife, 2 son(s), 1 daughter(s), a father, a mother, 2 sister(s), 2 grandchild(ren)",252308.1,332965.16,26047.47,9987.1,44622.49,1,0,2,1,1,1,0,2,2
"The estate is worth $629,162.12. It has debts of $68,491.13, funeral expenses of $7,562.77, a bequest of $134,519.66. Survivors include: 2 daughter(s), 1 sister(s)",418588.56,629162.12,68491.13,7562.77,134519.66,0,0,0,2,0,0,0,1,0
"The estate is worth $479,207.69. It has debts of $82,749.41, funeral expenses of $4,213.84, a bequest of $27,242.78. Survivors include: a husband, 1 son(s), 2 daughter(s), a mother, 2 brother(s), 3 sister(s), 2 grandchild(ren)",365001.66,479207.69,82749.41,4213.84,27242.78,0,1,1,2,0,1,2,3,2
"The estate is worth $563,834.49. It has debts of $15,061.42, funeral expenses of $7,775.31, a bequest of $174,614.67. Survivors include: a husband, 1 son(s), a father, a mother, 2 brother(s), 1 sister(s), 2 grandchild(ren)",366383.0899999999,563834.49,15061.42,7775.31,174614.67,0,1,1,0,1,1,2,1,2
"The estate is worth $592,335.48. It has debts of $37,701.24, funeral expenses of $5,200.05, a bequest of $120,710.90. Survivors include: 5 daughter(s), 1 grandchild(ren)",428723.2899999999,592335.48,37701.24,5200.05,120710.9,0,0,0,5,0,0,0,0,1
"The estate is worth $174,609.01. It has debts of $7,061.32, funeral expenses of $7,822.02, a bequest of $10,171.09. Survivors include: a wife, 4 son(s), 5 daughter(s), a father, 1 brother(s)",149554.58000000002,174609.01,7061.32,7822.02,10171.09,1,0,4,5,1,0,1,0,0
"The estate is worth $686,546.36. It has debts of $72,067.98, funeral expenses of $6,004.44, a bequest of $23,496.23. Survivors include: a wife, 2 daughter(s), a father, a mother, 1 sister(s), 2 grandchild(ren)",584977.7100000001,686546.36,72067.98,6004.44,23496.23,1,0,0,2,1,1,0,1,2
"The estate is worth $388,752.48. It has debts of $5,634.13, funeral expenses of $9,953.06, a bequest of $10,925.95. Survivors include: a husband, 4 son(s), a father, a mother, 2 brother(s), 1 sister(s)",362239.34,388752.48,5634.13,9953.06,10925.95,0,1,4,0,1,1,2,1,0
"The estate is worth $933,606.77. It has debts of $77,433.70, funeral expenses of $9,151.06, a bequest of $140,583.07. Survivors include: a wife, 4 daughter(s), a mother, 3 brother(s), 3 sister(s), 1 grandchild(ren)",706438.94,933606.77,77433.7,9151.06,140583.07,1,0,0,4,0,1,3,3,1
"The estate is worth $384,958.31. It has debts of $27,003.42, funeral expenses of $5,900.28, a bequest of $90,478.59. Survivors include: 3 son(s), 3 daughter(s), a father, a mother, 3 brother(s), 1 sister(s), 1 grandchild(ren)",261576.02,384958.31,27003.42,5900.28,90478.59,0,0,3,3,1,1,3,1,1
"The estate is worth $157,941.98. It has debts of $22,157.05, funeral expenses of $8,821.36, a bequest of $20,648.09. Survivors include: a husband, 1 son(s), 4 daughter(s), a father, a mother, 1 brother(s), 2 sister(s)",106315.48000000004,157941.98,22157.05,8821.36,20648.09,0,1,1,4,1,1,1,2,0
"The estate is worth $72,146.61. It has debts of $9,349.03, funeral expenses of $8,516.14, a bequest of $4,960.69. Survivors include: a husband, 4 son(s), 1 daughter(s), a father, a mother, 2 brother(s), 1 sister(s), 2 grandchild(ren)",49320.75,72146.61,9349.03,8516.14,4960.69,0,1,4,1,1,1,2,1,2
"The estate is worth $187,598.29. It has debts of $16,152.69, funeral expenses of $3,570.39, a bequest of $43,194.93. Survivors include: 3 son(s), 5 daughter(s), a father, a mother, 1 brother(s), 3 sister(s), 1 grandchild(ren)",124680.28,187598.29,16152.69,3570.39,43194.93,0,0,3,5,1,1,1,3,1
"The estate is worth $206,777.17. It has debts of $11,491.32, funeral expenses of $7,973.65, a bequest of $25,474.62. Survivors include: a husband, 3 son(s), 5 daughter(s), 1 sister(s), 1 grandchild(ren)",161837.58000000002,206777.17,11491.32,7973.65,25474.62,0,1,3,5,0,0,0,1,1
"The estate is worth $997,264.92. It has debts of $168,629.57, funeral expenses of $7,383.78, a bequest of $29,556.80. Survivors include: 1 daughter(s), 2 brother(s), 1 sister(s)",791694.77,997264.92,168629.57,7383.78,29556.8,0,0,0,1,0,0,2,1,0
"The estate is worth $517,894.01. It has debts of $109,494.05, funeral expenses of $3,438.23, a bequest of $66,356.65. Survivors include: 1 son(s), 3 daughter(s), 1 brother(s), 2 sister(s)",338605.0800000001,517894.01,109494.05,3438.23,66356.65,0,0,1,3,0,0,1,2,0
"The estate is worth $823,424.16. It has debts of $57,224.93, funeral expenses of $3,666.24, a bequest of $235,811.42. Survivors include: 1 son(s), 4 daughter(s), a father, 3 brother(s), 1 sister(s)",526721.57,823424.16,57224.93,3666.24,235811.42,0,0,1,4,1,0,3,1,0
"The estate is worth $702,736.18. It has debts of $72,066.99, funeral expenses of $8,057.70, a bequest of $19,238.81. Survivors include: a wife, 4 daughter(s), a father, 1 brother(s), 3 sister(s)",603372.68,702736.18,72066.99,8057.7,19238.81,1,0,0,4,1,0,1,3,0
"The estate is worth $195,817.55. It has debts of $48,470.36, funeral expenses of $4,681.41, a bequest of $3,374.61. Survivors include: 2 brother(s), 3 sister(s), 2 grandchild(ren)",139291.17,195817.55,48470.36,4681.41,3374.61,0,0,0,0,0,0,2,3,2
"The estate is worth $602,601.49. It has debts of $139,987.20, funeral expenses of $7,963.16, a bequest of $116,038.48. Survivors include: a husband, 5 son(s), 2 daughter(s), a father, 3 brother(s), 2 sister(s)",338612.65,602601.49,139987.2,7963.16,116038.48,0,1,5,2,1,0,3,2,0
"The estate is worth $963,331.52. It has debts of $44,773.72, funeral expenses of $8,422.07, a bequest of $226,669.92. Survivors include: 3 son(s), 3 daughter(s), a father, a mother, 3 brother(s), 2 sister(s), 2 grandchild(ren)",683465.81,963331.52,44773.72,8422.07,226669.92,0,0,3,3,1,1,3,2,2
"The estate is worth $759,972.89. It has debts of $21,837.04, funeral expenses of $7,888.59, a bequest of $61,768.47. Survivors include: a wife, 1 son(s), 3 daughter(s), a father, 2 brother(s)",668478.79,759972.89,21837.04,7888.59,61768.47,1,0,1,3,1,0,2,0,0
"The estate is worth $458,919.31. It has debts of $49,693.58, funeral expenses of $5,749.56, a bequest of $53,570.90. Survivors include: a wife, 5 son(s), 2 grandchild(ren)",349905.27,458919.31,49693.58,5749.56,53570.9,1,0,5,0,0,0,0,0,2
"The estate is worth $102,359.02. It has debts of $9,398.40, funeral expenses of $6,144.79, a bequest of $14,113.63. Survivors include: a husband, 3 son(s), 4 daughter(s), a father, 3 brother(s), 2 grandchild(ren)",72702.20000000001,102359.02,9398.4,6144.79,14113.63,0,1,3,4,1,0,3,0,2
"The estate is worth $552,757.28. It has debts of $78,840.94, funeral expenses of $3,698.54, a bequest of $129,340.53. Survivors include: 5 son(s), 5 daughter(s), a father, 1 brother(s), 3 sister(s)",340877.27,552757.28,78840.94,3698.54,129340.53,0,0,5,5,1,0,1,3,0
"The estate is worth $945,194.65. It has debts of $167,083.07, funeral expenses of $3,109.51, a bequest of $142,122.58. Survivors include: 3 daughter(s), 1 brother(s), 2 sister(s), 1 grandchild(ren)",632879.4900000001,945194.65,167083.07,3109.51,142122.58,0,0,0,3,0,0,1,2,1
"The estate is worth $90,599.35. It has debts of $7,514.55, funeral expenses of $2,463.97, a bequest of $13,852.62. Survivors include: a husband, 1 son(s), 4 daughter(s), a father, a mother, 1 brother(s), 2 sister(s)",66768.21,90599.35,7514.55,2463.97,13852.62,0,1,1,4,1,1,1,2,0
"The estate is worth $749,653.20. It has debts of $72,352.32, funeral expenses of $3,114.42, a bequest of $129,100.65. Survivors include: a wife, 2 daughter(s), a father, 3 brother(s), 3 sister(s), 1 grandchild(ren)",545085.8099999998,749653.2,72352.32,3114.42,129100.65,1,0,0,2,1,0,3,3,1
"The estate is worth $628,378.08. It has debts of $23,032.04, funeral expenses of $3,775.77, a bequest of $139,217.46. Survivors include: a husband, 4 son(s), 1 daughter(s), a father, a mother, 2 brother(s), 2 sister(s), 2 grandchild(ren)",462352.81,628378.08,23032.04,3775.77,139217.46,0,1,4,1,1,1,2,2,2
"The estate is worth $178,186.94. It has debts of $27,587.74, funeral expenses of $6,514.29, a bequest of $5,181.89. Survivors include: 1 son(s), 3 daughter(s), a father",138903.02,178186.94,27587.74,6514.29,5181.89,0,0,1,3,1,0,0,0,0
"The estate is worth $178,922.64. It has debts of $4,887.13, funeral expenses of $4,385.58, a bequest of $5,672.20. Survivors include: a wife, 3 son(s), 2 daughter(s), a mother, 2 brother(s), 1 sister(s), 1 grandchild(ren)",163977.73,178922.64,4887.13,4385.58,5672.2,1,0,3,2,0,1,2,1,1
"The estate is worth $389,925.62. It has debts of $57,015.30, funeral expenses of $1,524.46, a bequest of $30,586.08. Survivors include: a wife, 4 son(s), 4 daughter(s), a mother, 1 sister(s), 1 grandchild(ren)",300799.78,389925.62,57015.3,1524.46,30586.08,1,0,4,4,0,1,0,1,1
"The estate is worth $559,260.93. It has debts of $18,331.85, funeral expenses of $9,548.36, a bequest of $139,612.81. Survivors include: a wife, 1 son(s), 5 daughter(s), a father, 3 brother(s), 2 sister(s), 2 grandchild(ren)",391767.9100000001,559260.93,18331.85,9548.36,139612.81,1,0,1,5,1,0,3,2,2
"The estate is worth $770,221.33. It has debts of $71,533.76, funeral expenses of $9,979.15, a bequest of $70,368.34. Survivors include: a wife, 5 son(s), 2 daughter(s), a father, 2 brother(s), 3 sister(s)",618340.08,770221.33,71533.76,9979.15,70368.34,1,0,5,2,1,0,2,3,0
"The estate is worth $915,292.39. It has debts of $75,394.80, funeral expenses of $3,344.50, a bequest of $138,605.65. Survivors include: a wife, 1 son(s), 4 daughter(s), a father, 3 brother(s), 3 sister(s), 2 grandchild(ren)",697947.44,915292.39,75394.8,3344.5,138605.65,1,0,1,4,1,0,3,3,2
"The estate is worth $937,323.32. It has debts of $142,853.67, funeral expenses of $4,658.10, a bequest of $134,897.83. Survivors include: a husband, 4 son(s), 2 daughter(s), a father, a mother, 3 brother(s), 1 sister(s), 2 grandchild(ren)",654913.72,937323.32,142853.67,4658.1,134897.83,0,1,4,2,1,1,3,1,2
"The estate is worth $984,162.12. It has debts of $119,610.57, funeral expenses of $9,456.97, a bequest of $161,376.02. Survivors include: a wife, 4 son(s), 1 daughter(s), a father, a mother, 3 brother(s), 1 sister(s)",693718.56,984162.12,119610.57,9456.97,161376.02,1,0,4,1,1,1,3,1,0
"The estate is worth $822,400.81. It has debts of $137,863.99, funeral expenses of $8,797.80, a bequest of $152,842.80. Survivors include: a husband, 5 son(s), 4 daughter(s), a father, 1 brother(s), 2 grandchild(ren)",522896.22,822400.81,137863.99,8797.8,152842.8,0,1,5,4,1,0,1,0,2
"The estate is worth $655,167.77. It has debts of $82,720.22, funeral expenses of $8,353.22, a bequest of $172,445.97. Survivors include: a husband, 1 son(s), 5 daughter(s), a mother, 1 brother(s), 1 sister(s), 2 grandchild(ren)",391648.3600000001,655167.77,82720.22,8353.22,172445.97,0,1,1,5,0,1,1,1,2
"The estate is worth $476,869.73. It has debts of $58,132.94, funeral expenses of $2,680.77, a bequest of $37,944.06. Survivors include: a wife, 4 son(s), 5 daughter(s), a father, a mother, 1 grandchild(ren)",378111.96,476869.73,58132.94,2680.77,37944.06,1,0,4,5,1,1,0,0,1
"The estate is worth $252,365.27. It has debts of $8,620.75, funeral expenses of $2,286.20, a bequest of $27,830.47. Survivors include: 2 son(s), 1 daughter(s), a father, 3 brother(s), 3 sister(s), 1 grandchild(ren)",213627.85,252365.27,8620.75,2286.2,27830.47,0,0,2,1,1,0,3,3,1
"The estate is worth $327,294.41. It has debts of $58,817.57, funeral expenses of $8,906.69, a bequest of $38,883.22. Survivors include: a wife, 1 son(s), 3 daughter(s), 3 sister(s)",220686.93,327294.41,58817.57,8906.69,38883.22,1,0,1,3,0,0,0,3,0
"The estate is worth $480,602.20. It has debts of $52,581.79, funeral expenses of $2,673.24, a bequest of $32,151.66. Survivors include: a husband, 3 son(s), 2 daughter(s), a father, 3 brother(s)",393195.51000000007,480602.2,52581.79,2673.24,32151.66,0,1,3,2,1,0,3,0,0
"The estate is worth $421,531.24. It has debts of $60,401.15, funeral expenses of $9,596.31, a bequest of $52,789.50. Survivors include: 2 son(s), 3 daughter(s), a father, a mother, 1 brother(s)",298744.28,421531.24,60401.15,9596.31,52789.5,0,0,2,3,1,1,1,0,0
"The estate is worth $595,430.93. It has debts of $94,772.11, funeral expenses of $3,196.57, a bequest of $119,038.78. Survivors include: a wife, 5 son(s), 3 daughter(s), a mother, 3 brother(s), 2 sister(s), 2 grandchild(ren)",378423.4700000001,595430.93,94772.11,3196.57,119038.78,1,0,5,3,0,1,3,2,2
"The estate is worth $203,524.34. It has debts of $41,891.97, funeral expenses of $4,958.27, a bequest of $47,735.36. Survivors include: a husband, 1 son(s), 4 daughter(s), a father, 2 brother(s), 2 grandchild(ren)",108938.74,203524.34,41891.97,4958.27,47735.36,0,1,1,4,1,0,2,0,2
"The estate is worth $986,564.53. It has debts of $42,133.94, funeral expenses of $1,436.38, a bequest of $269,986.69. Survivors include: a wife, 4 daughter(s), a mother, 2 brother(s), 1 sister(s), 2 grandchild(ren)",673007.52,986564.53,42133.94,1436.38,269986.69,1,0,0,4,0,1,2,1,2
"The estate is worth $239,789.60. It has debts of $1,685.09, funeral expenses of $3,581.64, a bequest of $75,277.00. Survivors include: a husband, 3 son(s), 4 daughter(s), a father, a mother, 2 grandchild(ren)",159245.87,239789.6,1685.09,3581.64,75277.0,0,1,3,4,1,1,0,0,2
"The estate is worth $732,947.17. It has debts of $28,610.09, funeral expenses of $6,000.80, a bequest of $172,481.81. Survivors include: 5 son(s), a father, 1 brother(s), 3 sister(s)",525854.47,732947.17,28610.09,6000.8,172481.81,0,0,5,0,1,0,1,3,0
"The estate is worth $614,585.62. It has debts of $19,618.79, funeral expenses of $7,240.12, a bequest of $176,766.24. Survivors include: 2 son(s), a father, 1 brother(s), 1 grandchild(ren)",410960.47,614585.62,19618.79,7240.12,176766.24,0,0,2,0,1,0,1,0,1
"The estate is worth $561,201.78. It has debts of $59,005.70, funeral expenses of $7,329.39, a bequest of $20,521.77. Survivors include: a wife, 3 son(s), 3 daughter(s), a father, 2 brother(s), 2 sister(s), 1 grandchild(ren)",474344.92,561201.78,59005.7,7329.39,20521.77,1,0,3,3,1,0,2,2,1
"The estate is worth $722,271.71. It has debts of $115,146.57, funeral expenses of $8,578.72, a bequest of $102,050.63. Survivors include: 5 son(s), 1 daughter(s), 1 brother(s), 2 sister(s), 1 grandchild(ren)",496495.7899999999,722271.71,115146.57,8578.72,102050.63,0,0,5,1,0,0,1,2,1
"The estate is worth $471,715.63. It has debts of $87,965.30, funeral expenses of $1,816.90, a bequest of $41,750.02. Survivors include: 1 son(s), 2 daughter(s), 3 brother(s), 2 grandchild(ren)",340183.41,471715.63,87965.3,1816.9,41750.02,0,0,1,2,0,0,3,0,2
"The estate is worth $695,925.05. It has debts of $40,520.11, funeral expenses of $2,311.42, a bequest of $60,039.88. Survivors include: a wife, 2 son(s), 5 daughter(s), a father, 1 grandchild(ren)",593053.64,695925.05,40520.11,2311.42,60039.88,1,0,2,5,1,0,0,0,1
"The estate is worth $793,819.31. It has debts of $47,696.17, funeral expenses of $7,237.03, a bequest of $97,880.49. Survivors include: a husband, 3 son(s), 1 daughter(s), a father, 2 brother(s), 3 sister(s)",641005.62,793819.31,47696.17,7237.03,97880.49,0,1,3,1,1,0,2,3,0
"The estate is worth $424,421.94. It has debts of $5,797.48, funeral expenses of $5,429.29, a bequest of $111,988.07. Survivors include: a husband, 3 daughter(s), a father, a mother, 2 brother(s), 3 sister(s)",301207.10000000003,424421.94,5797.48,5429.29,111988.07,0,1,0,3,1,1,2,3,0
"The estate is worth $294,854.40. It has debts of $48,431.66, funeral expenses of $6,072.20, a bequest of $55,301.08. Survivors include: a husband, 2 son(s), 4 daughter(s), a mother, 2 brother(s), 2 sister(s), 2 grandchild(ren)",185049.46,294854.4,48431.66,6072.2,55301.08,0,1,2,4,0,1,2,2,2
"The estate is worth $873,863.57. It has debts of $166,536.91, funeral expenses of $1,923.74, a bequest of $135,420.98. Survivors include: a wife, 1 son(s), 3 daughter(s), a mother, 1 brother(s), 3 sister(s), 2 grandchild(ren)",569981.94,873863.57,166536.91,1923.74,135420.98,1,0,1,3,0,1,1,3,2
"The estate is worth $963,000.81. It has debts of $151,479.16, funeral expenses of $9,061.78, a bequest of $186,164.51. Survivors include: a husband, 5 son(s), a mother, 2 sister(s)",616295.36,963000.81,151479.16,9061.78,186164.51,0,1,5,0,0,1,0,2,0
"The estate is worth $716,172.55. It has debts of $12,436.42, funeral expenses of $9,106.65, a bequest of $94,118.34. Survivors include: 4 daughter(s), a father, 3 brother(s), 1 sister(s), 1 grandchild(ren)",600511.14,716172.55,12436.42,9106.65,94118.34,0,0,0,4,1,0,3,1,1
"The estate is worth $742,835.40. It has debts of $137,739.75, funeral expenses of $1,081.15, a bequest of $29,402.31. Survivors include: a husband, 5 daughter(s), a father, 3 brother(s), 1 sister(s), 1 grandchild(ren)",574612.19,742835.4,137739.75,1081.15,29402.31,0,1,0,5,1,0,3,1,1
"The estate is worth $721,832.64. It has debts of $27,330.98, funeral expenses of $2,662.05, a bequest of $229,285.97. Survivors include: 3 son(s), 1 daughter(s), a mother, 2 brother(s), 2 grandchild(ren)",462553.64,721832.64,27330.98,2662.05,229285.97,0,0,3,1,0,1,2,0,2
"The estate is worth $791,216.31. It has debts of $49,726.49, funeral expenses of $4,098.24, a bequest of $1,778.21. Survivors include: a husband, 3 son(s), 3 daughter(s), a father, 2 grandchild(ren)",735613.3700000001,791216.31,49726.49,4098.24,1778.21,0,1,3,3,1,0,0,0,2
"The estate is worth $903,490.81. It has debts of $12,196.67, funeral expenses of $4,897.65, a bequest of $275,751.77. Survivors include: a husband, 5 son(s), 3 daughter(s), 2 brother(s), 2 grandchild(ren)",610644.72,903490.81,12196.67,4897.65,275751.77,0,1,5,3,0,0,2,0,2
"The estate is worth $262,666.90. It has debts of $31,213.35, funeral expenses of $7,835.75, a bequest of $7,615.26. Survivors include: a husband, 2 son(s), 2 daughter(s), 2 brother(s), 3 sister(s), 1 grandchild(ren)",216002.54,262666.9,31213.35,7835.75,7615.26,0,1,2,2,0,0,2,3,1
"The estate is worth $340,465.69. It has debts of $5,965.33, funeral expenses of $3,786.13, a bequest of $14,583.68. Survivors include: a husband, 4 son(s), a father, a mother, 2 grandchild(ren)",316130.55,340465.69,5965.33,3786.13,14583.68,0,1,4,0,1,1,0,0,2
"The estate is worth $502,131.10. It has debts of $20,573.63, funeral expenses of $9,395.94, a bequest of $134,494.83. Survivors include: 5 son(s), 3 daughter(s), a mother, 3 brother(s), 2 grandchild(ren)",337666.69999999995,502131.1,20573.63,9395.94,134494.83,0,0,5,3,0,1,3,0,2
"The estate is worth $263,028.82. It has debts of $48,494.52, funeral expenses of $9,866.19, a bequest of $65,458.34. Survivors include: 4 son(s), 3 daughter(s), a father, 2 brother(s), 1 sister(s)",139209.77000000002,263028.82,48494.52,9866.19,65458.34,0,0,4,3,1,0,2,1,0
"The estate is worth $718,576.37. It has debts of $174,535.66, funeral expenses of $8,667.73, a bequest of $116,714.67. Survivors include: a wife, a father, 2 brother(s), 1 sister(s)",418658.31,718576.37,174535.66,8667.73,116714.67,1,0,0,0,1,0,2,1,0
"The estate is worth $761,885.51. It has debts of $75,703.58, funeral expenses of $6,382.37, a bequest of $222,375.27. Survivors include: a wife, 4 son(s), a father, 1 brother(s), 1 sister(s)",457424.29,761885.51,75703.58,6382.37,222375.27,1,0,4,0,1,0,1,1,0
"The estate is worth $356,335.67. It has debts of $17,845.32, funeral expenses of $1,387.06, a bequest of $48,900.95. Survivors include: a wife, 1 son(s), 3 daughter(s), 3 brother(s), 1 sister(s), 2 grandchild(ren)",288202.34,356335.67,17845.32,1387.06,48900.95,1,0,1,3,0,0,3,1,2
"The estate is worth $445,096.73. It has debts of $99,787.59, funeral expenses of $9,023.50, a bequest of $107,276.92. Survivors include: 2 son(s), 4 daughter(s), 1 brother(s), 3 sister(s), 2 grandchild(ren)",229008.72000000003,445096.73,99787.59,9023.5,107276.92,0,0,2,4,0,0,1,3,2
"The estate is worth $936,361.45. It has debts of $21,170.09, funeral expenses of $2,323.91, a bequest of $294,773.18. Survivors include: a wife, 5 son(s), 1 daughter(s), 1 sister(s)",618094.27,936361.45,21170.09,2323.91,294773.18,1,0,5,1,0,0,0,1,0
"The estate is worth $63,664.11. It has debts of $4,362.22, funeral expenses of $5,057.27, a bequest of $11,049.94. Survivors include: a husband, 3 son(s), 3 daughter(s), a father, a mother, 2 brother(s), 2 sister(s)",43194.67999999999,63664.11,4362.22,5057.27,11049.94,0,1,3,3,1,1,2,2,0
"The estate is worth $993,392.44. It has debts of $50,635.94, funeral expenses of $4,718.34, a bequest of $298,543.93. Survivors include: a wife, 3 son(s), 5 daughter(s), a father, 3 brother(s), 3 sister(s), 1 grandchild(ren)",639494.23,993392.44,50635.94,4718.34,298543.93,1,0,3,5,1,0,3,3,1
"The estate is worth $961,250.16. It has debts of $124,180.12, funeral expenses of $6,988.71, a bequest of $71,517.53. Survivors include: 5 son(s), 4 daughter(s), 2 brother(s), 1 sister(s)",758563.8,961250.16,124180.12,6988.71,71517.53,0,0,5,4,0,0,2,1,0
"The estate is worth $736,212.42. It has debts of $105,331.53, funeral expenses of $4,062.16, a bequest of $19,057.16. Survivors include: 2 son(s), 3 daughter(s), a father, a mother",607761.57,736212.42,105331.53,4062.16,19057.16,0,0,2,3,1,1,0,0,0
"The estate is worth $676,116.74. It has debts of $52,694.26, funeral expenses of $9,046.79, a bequest of $99,655.31. Survivors include: a husband, 1 son(s), 1 daughter(s), a father, 1 brother(s), 1 sister(s)",514720.38,676116.74,52694.26,9046.79,99655.31,0,1,1,1,1,0,1,1,0
"The estate is worth $807,545.95. It has debts of $33,596.49, funeral expenses of $3,822.28, a bequest of $169,147.98. Survivors include: a husband, 4 son(s), a mother, 2 brother(s), 3 sister(s), 2 grandchild(ren)",600979.2,807545.95,33596.49,3822.28,169147.98,0,1,4,0,0,1,2,3,2
"The estate is worth $658,180.71. It has debts of $54,354.16, funeral expenses of $9,701.18, a bequest of $152,375.28. Survivors include: a wife, 3 son(s), 5 daughter(s), a father, a mother, 3 brother(s), 3 sister(s)",441750.0899999999,658180.71,54354.16,9701.18,152375.28,1,0,3,5,1,1,3,3,0
"The estate is worth $905,028.57. It has debts of $108,643.67, funeral expenses of $2,673.33, a bequest of $133,594.84. Survivors include: a wife, 5 son(s), 4 daughter(s), 2 brother(s), 1 sister(s), 2 grandchild(ren)",660116.73,905028.57,108643.67,2673.33,133594.84,1,0,5,4,0,0,2,1,2
"The estate is worth $368,388.39. It has debts of $68,461.43, funeral expenses of $9,400.65, a bequest of $10,188.49. Survivors include: a wife, 2 son(s), 1 daughter(s), 3 brother(s), 1 grandchild(ren)",280337.82,368388.39,68461.43,9400.65,10188.49,1,0,2,1,0,0,3,0,1
"The estate is worth $762,757.32. It has debts of $66,356.12, funeral expenses of $6,703.05, a bequest of $210,717.64. Survivors include: a husband, 5 son(s), 4 daughter(s), 3 brother(s), 1 sister(s), 2 grandchild(ren)",478980.5099999999,762757.32,66356.12,6703.05,210717.64,0,1,5,4,0,0,3,1,2
"The estate is worth $518,063.01. It has debts of $103,180.78, funeral expenses of $9,825.22, a bequest of $80,442.71. Survivors include: a wife, 3 son(s), 4 daughter(s), a mother, 2 brother(s)",324614.3,518063.01,103180.78,9825.22,80442.71,1,0,3,4,0,1,2,0,0
"The estate is worth $832,908.44. It has debts of $120,650.59, funeral expenses of $1,243.90, a bequest of $20,500.03. Survivors include: a wife, 1 son(s), 4 daughter(s), 1 grandchild(ren)",690513.9199999999,832908.44,120650.59,1243.9,20500.03,1,0,1,4,0,0,0,0,1
"The estate is worth $398,276.22. It has debts of $82,393.14, funeral expenses of $9,938.85, a bequest of $57,849.64. Survivors include: a husband, 2 son(s), 3 daughter(s), 1 sister(s), 2 grandchild(ren)",248094.59,398276.22,82393.14,9938.85,57849.64,0,1,2,3,0,0,0,1,2
