text,estate_worth,debts,funeral_expenses,bequests,label
"Estate: $182085.49, Debts: $8314.57, Funeral: $8781.07, Bequest: $152698.22.",182085.49,8314.57,8781.07,152698.22,1
"Estate: $544978.27, Debts: $29668.64, Funeral: $7292.62, Bequest: $8748.67.",544978.27,29668.64,7292.62,8748.67,0
"Estate: $151802.88, Debts: $197326.02, Funeral: $6446.22, Bequest: $167586.81.",151802.88,197326.02,6446.22,167586.81,1
"Estate: $594575.99, Debts: $193023.74, Funeral: $9500.42, Bequest: $124285.71.",594575.99,193023.74,9500.42,124285.71,1
"Estate: $497377.45, Debts: $988.00, Funeral: $5580.69, Bequest: $113115.67.",497377.45,988.0,5580.69,113115.67,1
"Estate: $898933.76, Debts: $190362.36, Funeral: $9779.59, Bequest: $125298.20.",898933.76,190362.36,9779.59,125298.2,1
"Estate: $415823.51, Debts: $127823.99, Funeral: $6569.83, Bequest: $173022.22.",415823.51,127823.99,6569.83,173022.22,1
"Estate: $205360.31, Debts: $173583.66, Funeral: $9442.02, Bequest: $117800.36.",205360.31,173583.66,9442.02,117800.36,1
"Estate: $228692.51, Debts: $90947.97, Funeral: $8014.71, Bequest: $116609.13.",228692.51,90947.97,8014.71,116609.13,1
"Estate: $785359.57, Debts: $103119.21, Funeral: $9133.54, Bequest: $198145.15.",785359.57,103119.21,9133.54,198145.15,1
"Estate: $656396.26, Debts: $97769.32, Funeral: $9920.07, Bequest: $151589.30.",656396.26,97769.32,9920.07,151589.3,1
"Estate: $191010.41, Debts: $133372.85, Funeral: $6442.03, Bequest: $89016.47.",191010.41,133372.85,6442.03,89016.47,0
"Estate: $175696.13, Debts: $27930.25, Funeral: $9805.68, Bequest: $141772.00.",175696.13,27930.25,9805.68,141772.0,1
"Estate: $730872.22, Debts: $5994.72, Funeral: $6947.41, Bequest: $78456.86.",730872.22,5994.72,6947.41,78456.86,0
"Estate: $165486.71, Debts: $61585.99, Funeral: $6927.56, Bequest: $46546.22.",165486.71,61585.99,6927.56,46546.22,0
"Estate: $839674.05, Debts: $140936.15, Funeral: $6701.94, Bequest: $119773.52.",839674.05,140936.15,6701.94,119773.52,1
"Estate: $735618.00, Debts: $40370.69, Funeral: $7707.04, Bequest: $185708.24.",735618.0,40370.69,7707.04,185708.24,1
"Estate: $173213.90, Debts: $134686.49, Funeral: $5770.73, Bequest: $185898.76.",173213.9,134686.49,5770.73,185898.76,1
"Estate: $176353.94, Debts: $193982.41, Funeral: $7768.56, Bequest: $69039.15.",176353.94,193982.41,7768.56,69039.15,0
"Estate: $987975.62, Debts: $18780.14, Funeral: $7708.52, Bequest: $106007.82.",987975.62,18780.14,7708.52,106007.82,1
"Estate: $436843.72, Debts: $134520.42, Funeral: $8809.51, Bequest: $43115.54.",436843.72,134520.42,8809.51,43115.54,0
"Estate: $433577.93, Debts: $88750.04, Funeral: $9168.25, Bequest: $199130.59.",433577.93,88750.04,9168.25,199130.59,1
"Estate: $831519.61, Debts: $173628.45, Funeral: $7202.21, Bequest: $196242.46.",831519.61,173628.45,7202.21,196242.46,1
"Estate: $952523.72, Debts: $35429.96, Funeral: $6511.67, Bequest: $130252.28.",952523.72,35429.96,6511.67,130252.28,1
"Estate: $987400.96, Debts: $138525.19, Funeral: $6296.67, Bequest: $161078.40.",987400.96,138525.19,6296.67,161078.4,1
"Estate: $778040.37, Debts: $167623.06, Funeral: $5973.12, Bequest: $143304.93.",778040.37,167623.06,5973.12,143304.93,1
"Estate: $438633.63, Debts: $188922.84, Funeral: $5288.24, Bequest: $119038.49.",438633.63,188922.84,5288.24,119038.49,1
"Estate: $175150.65, Debts: $136649.61, Funeral: $6712.24, Bequest: $11616.25.",175150.65,136649.61,6712.24,11616.25,0
"Estate: $799432.22, Debts: $99434.95, Funeral: $6351.24, Bequest: $91498.10.",799432.22,99434.95,6351.24,91498.1,0
"Estate: $602563.82, Debts: $123569.45, Funeral: $9832.09, Bequest: $135282.47.",602563.82,123569.45,9832.09,135282.47,1
"Estate: $481799.81, Debts: $173781.00, Funeral: $7788.54, Bequest: $135828.79.",481799.81,173781.0,7788.54,135828.79,1
"Estate: $915718.95, Debts: $114121.95, Funeral: $6736.39, Bequest: $75251.40.",915718.95,114121.95,6736.39,75251.4,0
"Estate: $200077.73, Debts: $6077.41, Funeral: $7902.34, Bequest: $188396.71.",200077.73,6077.41,7902.34,188396.71,1
"Estate: $543362.59, Debts: $186189.74, Funeral: $5695.98, Bequest: $34304.05.",543362.59,186189.74,5695.98,34304.05,0
"Estate: $110218.28, Debts: $137905.35, Funeral: $7220.22, Bequest: $100571.53.",110218.28,137905.35,7220.22,100571.53,1
"Estate: $521794.58, Debts: $135302.68, Funeral: $8131.17, Bequest: $138485.91.",521794.58,135302.68,8131.17,138485.91,1
"Estate: $150672.95, Debts: $43135.03, Funeral: $7444.49, Bequest: $139730.03.",150672.95,43135.03,7444.49,139730.03,1
"Estate: $206936.12, Debts: $131777.09, Funeral: $7008.89, Bequest: $130079.15.",206936.12,131777.09,7008.89,130079.15,1
"Estate: $205773.62, Debts: $78772.88, Funeral: $9969.24, Bequest: $55782.35.",205773.62,78772.88,9969.24,55782.35,0
"Estate: $684289.27, Debts: $130246.60, Funeral: $9401.57, Bequest: $32085.11.",684289.27,130246.6,9401.57,32085.11,0
"Estate: $771440.39, Debts: $21318.61, Funeral: $8117.03, Bequest: $127552.13.",771440.39,21318.61,8117.03,127552.13,1
"Estate: $625031.89, Debts: $131569.06, Funeral: $7846.89, Bequest: $120261.12.",625031.89,131569.06,7846.89,120261.12,1
"Estate: $965955.29, Debts: $199882.75, Funeral: $8103.30, Bequest: $36691.85.",965955.29,199882.75,8103.3,36691.85,0
"Estate: $437383.52, Debts: $9642.41, Funeral: $6006.56, Bequest: $141322.69.",437383.52,9642.41,6006.56,141322.69,1
"Estate: $357140.88, Debts: $195434.84, Funeral: $6975.69, Bequest: $91579.23.",357140.88,195434.84,6975.69,91579.23,0
"Estate: $881739.22, Debts: $81381.59, Funeral: $5197.30, Bequest: $133884.36.",881739.22,81381.59,5197.3,133884.36,1
"Estate: $301236.25, Debts: $174150.69, Funeral: $7377.73, Bequest: $167636.05.",301236.25,174150.69,7377.73,167636.05,1
"Estate: $966900.29, Debts: $156477.10, Funeral: $7715.12, Bequest: $34775.96.",966900.29,156477.1,7715.12,34775.96,0
"Estate: $110939.03, Debts: $113403.25, Funeral: $6138.75, Bequest: $4809.83.",110939.03,113403.25,6138.75,4809.83,0
"Estate: $972890.94, Debts: $147689.84, Funeral: $9820.14, Bequest: $156041.41.",972890.94,147689.84,9820.14,156041.41,1
"Estate: $138843.92, Debts: $175703.11, Funeral: $9547.27, Bequest: $122329.79.",138843.92,175703.11,9547.27,122329.79,1
"Estate: $902028.80, Debts: $80828.06, Funeral: $8610.72, Bequest: $140228.27.",902028.8,80828.06,8610.72,140228.27,1
"Estate: $574931.00, Debts: $65406.63, Funeral: $7666.93, Bequest: $167792.84.",574931.0,65406.63,7666.93,167792.84,1
"Estate: $993668.32, Debts: $133518.68, Funeral: $9349.85, Bequest: $160759.38.",993668.32,133518.68,9349.85,160759.38,1
"Estate: $166416.91, Debts: $161569.19, Funeral: $5653.26, Bequest: $192223.11.",166416.91,161569.19,5653.26,192223.11,1
"Estate: $598468.86, Debts: $152457.03, Funeral: $8952.55, Bequest: $107651.08.",598468.86,152457.03,8952.55,107651.08,1
"Estate: $972372.28, Debts: $159562.73, Funeral: $5624.10, Bequest: $98210.63.",972372.28,159562.73,5624.1,98210.63,1
"Estate: $570788.06, Debts: $87116.66, Funeral: $8971.05, Bequest: $80975.55.",570788.06,87116.66,8971.05,80975.55,0
"Estate: $666458.77, Debts: $163566.84, Funeral: $6378.84, Bequest: $31584.52.",666458.77,163566.84,6378.84,31584.52,0
"Estate: $726173.82, Debts: $24041.81, Funeral: $9385.45, Bequest: $114948.84.",726173.82,24041.81,9385.45,114948.84,1
"Estate: $509086.96, Debts: $108897.82, Funeral: $9720.21, Bequest: $56125.49.",509086.96,108897.82,9720.21,56125.49,0
"Estate: $664802.27, Debts: $1151.73, Funeral: $5743.98, Bequest: $184340.19.",664802.27,1151.73,5743.98,184340.19,1
"Estate: $625882.88, Debts: $64917.17, Funeral: $7313.38, Bequest: $117054.97.",625882.88,64917.17,7313.38,117054.97,1
"Estate: $911042.21, Debts: $73292.31, Funeral: $9904.94, Bequest: $118975.20.",911042.21,73292.31,9904.94,118975.2,1
"Estate: $140901.74, Debts: $79234.54, Funeral: $7417.04, Bequest: $71630.01.",140901.74,79234.54,7417.04,71630.01,0
"Estate: $352866.87, Debts: $139093.44, Funeral: $9317.74, Bequest: $11345.88.",352866.87,139093.44,9317.74,11345.88,0
"Estate: $955370.34, Debts: $77711.62, Funeral: $7943.66, Bequest: $7317.01.",955370.34,77711.62,7943.66,7317.01,0
"Estate: $901237.41, Debts: $89738.72, Funeral: $6876.65, Bequest: $85243.69.",901237.41,89738.72,6876.65,85243.69,0
"Estate: $510091.08, Debts: $47508.83, Funeral: $6428.92, Bequest: $17828.51.",510091.08,47508.83,6428.92,17828.51,0
"Estate: $658119.34, Debts: $74650.36, Funeral: $6016.12, Bequest: $121762.54.",658119.34,74650.36,6016.12,121762.54,1
"Estate: $349643.06, Debts: $45453.93, Funeral: $8808.99, Bequest: $176313.63.",349643.06,45453.93,8808.99,176313.63,1
"Estate: $269309.04, Debts: $14639.18, Funeral: $6932.70, Bequest: $176700.05.",269309.04,14639.18,6932.7,176700.05,1
"Estate: $517328.56, Debts: $120689.72, Funeral: $7556.38, Bequest: $132150.04.",517328.56,120689.72,7556.38,132150.04,1
"Estate: $418017.01, Debts: $133642.56, Funeral: $7461.63, Bequest: $43035.13.",418017.01,133642.56,7461.63,43035.13,0
"Estate: $625290.50, Debts: $123898.07, Funeral: $7886.40, Bequest: $172736.37.",625290.5,123898.07,7886.4,172736.37,1
"Estate: $169961.17, Debts: $92698.81, Funeral: $9327.89, Bequest: $177332.59.",169961.17,92698.81,9327.89,177332.59,1
"Estate: $976955.33, Debts: $75957.16, Funeral: $9903.70, Bequest: $40134.06.",976955.33,75957.16,9903.7,40134.06,0
"Estate: $987589.67, Debts: $172666.73, Funeral: $7037.92, Bequest: $147747.79.",987589.67,172666.73,7037.92,147747.79,1
"Estate: $728345.54, Debts: $103816.36, Funeral: $9137.59, Bequest: $58017.39.",728345.54,103816.36,9137.59,58017.39,0
"Estate: $582486.73, Debts: $95836.38, Funeral: $8822.64, Bequest: $160725.42.",582486.73,95836.38,8822.64,160725.42,1
"Estate: $378574.85, Debts: $5128.41, Funeral: $7867.64, Bequest: $199450.34.",378574.85,5128.41,7867.64,199450.34,1
"Estate: $832415.52, Debts: $68249.57, Funeral: $9780.24, Bequest: $6975.18.",832415.52,68249.57,9780.24,6975.18,0
"Estate: $716258.06, Debts: $76039.12, Funeral: $6002.37, Bequest: $179575.81.",716258.06,76039.12,6002.37,179575.81,1
"Estate: $246355.25, Debts: $79764.56, Funeral: $5546.32, Bequest: $124903.48.",246355.25,79764.56,5546.32,124903.48,1
"Estate: $919834.47, Debts: $116034.47, Funeral: $9269.81, Bequest: $194703.14.",919834.47,116034.47,9269.81,194703.14,1
"Estate: $840283.52, Debts: $106720.51, Funeral: $7195.75, Bequest: $93536.89.",840283.52,106720.51,7195.75,93536.89,0
"Estate: $954819.92, Debts: $121581.02, Funeral: $9234.84, Bequest: $169630.20.",954819.92,121581.02,9234.84,169630.2,1
"Estate: $753147.56, Debts: $152976.65, Funeral: $9465.45, Bequest: $13416.42.",753147.56,152976.65,9465.45,13416.42,0
"Estate: $652073.68, Debts: $162597.15, Funeral: $5312.29, Bequest: $67720.53.",652073.68,162597.15,5312.29,67720.53,0
"Estate: $476418.73, Debts: $143624.62, Funeral: $9417.32, Bequest: $14336.29.",476418.73,143624.62,9417.32,14336.29,0
"Estate: $939455.64, Debts: $191104.74, Funeral: $7241.60, Bequest: $195093.28.",939455.64,191104.74,7241.6,195093.28,1
"Estate: $879457.50, Debts: $3646.52, Funeral: $7552.16, Bequest: $163577.81.",879457.5,3646.52,7552.16,163577.81,1
"Estate: $140696.80, Debts: $39155.60, Funeral: $8132.96, Bequest: $170656.94.",140696.8,39155.6,8132.96,170656.94,1
"Estate: $123730.28, Debts: $1512.57, Funeral: $9631.91, Bequest: $187655.08.",123730.28,1512.57,9631.91,187655.08,1
"Estate: $438817.03, Debts: $129494.94, Funeral: $5095.58, Bequest: $17935.59.",438817.03,129494.94,5095.58,17935.59,0
"Estate: $829498.00, Debts: $179606.11, Funeral: $7384.22, Bequest: $77733.92.",829498.0,179606.11,7384.22,77733.92,0
"Estate: $988548.52, Debts: $48696.46, Funeral: $8438.61, Bequest: $15135.94.",988548.52,48696.46,8438.61,15135.94,0
"Estate: $235375.20, Debts: $185406.91, Funeral: $8613.53, Bequest: $42947.83.",235375.2,185406.91,8613.53,42947.83,0
"Estate: $634717.64, Debts: $12053.48, Funeral: $8462.66, Bequest: $46643.79.",634717.64,12053.48,8462.66,46643.79,0
"Estate: $442801.77, Debts: $186887.21, Funeral: $5672.18, Bequest: $94352.33.",442801.77,186887.21,5672.18,94352.33,0
"Estate: $972922.96, Debts: $70324.54, Funeral: $6496.98, Bequest: $54443.87.",972922.96,70324.54,6496.98,54443.87,0
"Estate: $857907.03, Debts: $20284.17, Funeral: $6793.58, Bequest: $21094.64.",857907.03,20284.17,6793.58,21094.64,0
"Estate: $854495.83, Debts: $97174.35, Funeral: $9022.19, Bequest: $34330.73.",854495.83,97174.35,9022.19,34330.73,0
"Estate: $521823.84, Debts: $51355.31, Funeral: $6393.80, Bequest: $30307.84.",521823.84,51355.31,6393.8,30307.84,0
"Estate: $473337.55, Debts: $56974.58, Funeral: $6053.52, Bequest: $194642.28.",473337.55,56974.58,6053.52,194642.28,1
"Estate: $346066.36, Debts: $61457.99, Funeral: $9787.24, Bequest: $152099.21.",346066.36,61457.99,9787.24,152099.21,1
"Estate: $150737.95, Debts: $160605.18, Funeral: $5044.32, Bequest: $193584.53.",150737.95,160605.18,5044.32,193584.53,1
"Estate: $878250.14, Debts: $107832.26, Funeral: $9989.10, Bequest: $88508.36.",878250.14,107832.26,9989.1,88508.36,0
"Estate: $831610.91, Debts: $62261.54, Funeral: $8384.11, Bequest: $56395.33.",831610.91,62261.54,8384.11,56395.33,0
"Estate: $999745.91, Debts: $122066.76, Funeral: $9142.35, Bequest: $159860.35.",999745.91,122066.76,9142.35,159860.35,1
"Estate: $996973.15, Debts: $143230.13, Funeral: $6473.10, Bequest: $65924.53.",996973.15,143230.13,6473.1,65924.53,0
"Estate: $599888.54, Debts: $54524.80, Funeral: $5071.58, Bequest: $60577.29.",599888.54,54524.8,5071.58,60577.29,0
"Estate: $792088.67, Debts: $82709.82, Funeral: $8689.35, Bequest: $47268.69.",792088.67,82709.82,8689.35,47268.69,0
"Estate: $950289.16, Debts: $24377.22, Funeral: $9170.72, Bequest: $26806.12.",950289.16,24377.22,9170.72,26806.12,0
"Estate: $864682.65, Debts: $36229.87, Funeral: $8702.38, Bequest: $52036.15.",864682.65,36229.87,8702.38,52036.15,0
"Estate: $322613.29, Debts: $136223.57, Funeral: $5714.25, Bequest: $71708.63.",322613.29,136223.57,5714.25,71708.63,0
"Estate: $505489.72, Debts: $36287.67, Funeral: $8767.14, Bequest: $135124.85.",505489.72,36287.67,8767.14,135124.85,1
"Estate: $216243.47, Debts: $105032.68, Funeral: $8844.61, Bequest: $13450.40.",216243.47,105032.68,8844.61,13450.4,0
"Estate: $958645.92, Debts: $141809.25, Funeral: $8292.70, Bequest: $42890.88.",958645.92,141809.25,8292.7,42890.88,0
"Estate: $645557.17, Debts: $21375.38, Funeral: $8830.58, Bequest: $161995.70.",645557.17,21375.38,8830.58,161995.7,1
"Estate: $305778.52, Debts: $113462.44, Funeral: $9229.61, Bequest: $30237.46.",305778.52,113462.44,9229.61,30237.46,0
"Estate: $704530.62, Debts: $51312.56, Funeral: $8068.02, Bequest: $69186.38.",704530.62,51312.56,8068.02,69186.38,0
"Estate: $656315.42, Debts: $192585.38, Funeral: $5443.02, Bequest: $173067.13.",656315.42,192585.38,5443.02,173067.13,1
"Estate: $422346.45, Debts: $96709.13, Funeral: $7438.14, Bequest: $31830.14.",422346.45,96709.13,7438.14,31830.14,0
"Estate: $202201.83, Debts: $161198.51, Funeral: $5388.25, Bequest: $17464.63.",202201.83,161198.51,5388.25,17464.63,0
"Estate: $704415.88, Debts: $110045.31, Funeral: $7037.72, Bequest: $97423.06.",704415.88,110045.31,7037.72,97423.06,1
"Estate: $568276.93, Debts: $8682.51, Funeral: $7035.53, Bequest: $61181.48.",568276.93,8682.51,7035.53,61181.48,0
"Estate: $795086.55, Debts: $126630.28, Funeral: $5330.05, Bequest: $113118.26.",795086.55,126630.28,5330.05,113118.26,1
"Estate: $568147.15, Debts: $190280.67, Funeral: $6744.10, Bequest: $160957.17.",568147.15,190280.67,6744.1,160957.17,1
"Estate: $866963.35, Debts: $120322.36, Funeral: $5554.99, Bequest: $28292.55.",866963.35,120322.36,5554.99,28292.55,0
"Estate: $596716.15, Debts: $163837.77, Funeral: $9041.18, Bequest: $116559.12.",596716.15,163837.77,9041.18,116559.12,1
"Estate: $604844.17, Debts: $176841.29, Funeral: $9738.44, Bequest: $101596.24.",604844.17,176841.29,9738.44,101596.24,1
"Estate: $888988.24, Debts: $45615.95, Funeral: $5361.58, Bequest: $29671.68.",888988.24,45615.95,5361.58,29671.68,0
"Estate: $463134.58, Debts: $42408.97, Funeral: $9775.58, Bequest: $125175.70.",463134.58,42408.97,9775.58,125175.7,1
"Estate: $220613.71, Debts: $122196.20, Funeral: $7612.88, Bequest: $55454.44.",220613.71,122196.2,7612.88,55454.44,0
"Estate: $125904.41, Debts: $82205.69, Funeral: $6497.83, Bequest: $98079.03.",125904.41,82205.69,6497.83,98079.03,1
"Estate: $779623.53, Debts: $167972.26, Funeral: $5384.31, Bequest: $17372.19.",779623.53,167972.26,5384.31,17372.19,0
"Estate: $658278.60, Debts: $180004.62, Funeral: $7503.12, Bequest: $92457.23.",658278.6,180004.62,7503.12,92457.23,0
"Estate: $733671.79, Debts: $70684.28, Funeral: $8972.58, Bequest: $61986.23.",733671.79,70684.28,8972.58,61986.23,0
"Estate: $291667.75, Debts: $47374.11, Funeral: $8535.43, Bequest: $164653.86.",291667.75,47374.11,8535.43,164653.86,1
"Estate: $222734.33, Debts: $156105.10, Funeral: $5251.13, Bequest: $12338.77.",222734.33,156105.1,5251.13,12338.77,0
"Estate: $113090.20, Debts: $54961.21, Funeral: $5364.51, Bequest: $84302.85.",113090.2,54961.21,5364.51,84302.85,0
"Estate: $415528.80, Debts: $164522.86, Funeral: $7014.37, Bequest: $92227.85.",415528.8,164522.86,7014.37,92227.85,0
"Estate: $630925.92, Debts: $84747.65, Funeral: $6476.45, Bequest: $145276.21.",630925.92,84747.65,6476.45,145276.21,1
"Estate: $453019.64, Debts: $133509.98, Funeral: $6161.92, Bequest: $115283.23.",453019.64,133509.98,6161.92,115283.23,1
"Estate: $493727.43, Debts: $19107.06, Funeral: $6405.02, Bequest: $133775.26.",493727.43,19107.06,6405.02,133775.26,1
"Estate: $913742.83, Debts: $124771.86, Funeral: $9017.41, Bequest: $155632.81.",913742.83,124771.86,9017.41,155632.81,1
"Estate: $413429.92, Debts: $90353.54, Funeral: $9646.14, Bequest: $172578.39.",413429.92,90353.54,9646.14,172578.39,1
"Estate: $562590.54, Debts: $117321.69, Funeral: $7025.51, Bequest: $63461.22.",562590.54,117321.69,7025.51,63461.22,0
"Estate: $805287.71, Debts: $33602.84, Funeral: $9530.56, Bequest: $108066.52.",805287.71,33602.84,9530.56,108066.52,1
"Estate: $456888.50, Debts: $147374.75, Funeral: $6607.48, Bequest: $168181.51.",456888.5,147374.75,6607.48,168181.51,1
"Estate: $659878.03, Debts: $172559.42, Funeral: $7382.18, Bequest: $197900.78.",659878.03,172559.42,7382.18,197900.78,1
"Estate: $876127.34, Debts: $43347.96, Funeral: $6130.14, Bequest: $178014.34.",876127.34,43347.96,6130.14,178014.34,1
"Estate: $954568.56, Debts: $19142.91, Funeral: $8202.38, Bequest: $74921.99.",954568.56,19142.91,8202.38,74921.99,0
"Estate: $232366.13, Debts: $4727.72, Funeral: $9894.91, Bequest: $39838.14.",232366.13,4727.72,9894.91,39838.14,0
"Estate: $933928.86, Debts: $128394.30, Funeral: $8017.47, Bequest: $98389.11.",933928.86,128394.3,8017.47,98389.11,1
"Estate: $542904.66, Debts: $121418.81, Funeral: $6789.07, Bequest: $148586.65.",542904.66,121418.81,6789.07,148586.65,1
"Estate: $332419.95, Debts: $109339.48, Funeral: $8239.09, Bequest: $99021.25.",332419.95,109339.48,8239.09,99021.25,1
"Estate: $513222.18, Debts: $46389.42, Funeral: $5614.60, Bequest: $97152.99.",513222.18,46389.42,5614.6,97152.99,0
"Estate: $982029.32, Debts: $78181.20, Funeral: $9443.30, Bequest: $167807.85.",982029.32,78181.2,9443.3,167807.85,1
"Estate: $543356.28, Debts: $118895.27, Funeral: $7515.42, Bequest: $72919.35.",543356.28,118895.27,7515.42,72919.35,0
"Estate: $395876.45, Debts: $99353.37, Funeral: $7246.75, Bequest: $172099.14.",395876.45,99353.37,7246.75,172099.14,1
"Estate: $670060.77, Debts: $197557.10, Funeral: $7929.32, Bequest: $81954.16.",670060.77,197557.1,7929.32,81954.16,0
"Estate: $316131.06, Debts: $27287.95, Funeral: $8123.92, Bequest: $66318.39.",316131.06,27287.95,8123.92,66318.39,0
"Estate: $168277.00, Debts: $139028.91, Funeral: $5358.88, Bequest: $91343.99.",168277.0,139028.91,5358.88,91343.99,0
"Estate: $215991.75, Debts: $80863.75, Funeral: $8413.09, Bequest: $152726.94.",215991.75,80863.75,8413.09,152726.94,1
"Estate: $215241.26, Debts: $85639.92, Funeral: $6209.66, Bequest: $26074.40.",215241.26,85639.92,6209.66,26074.4,0
"Estate: $236712.42, Debts: $143519.55, Funeral: $8569.76, Bequest: $40087.42.",236712.42,143519.55,8569.76,40087.42,0
"Estate: $224944.46, Debts: $138487.23, Funeral: $9112.67, Bequest: $190337.52.",224944.46,138487.23,9112.67,190337.52,1
"Estate: $676787.27, Debts: $198251.20, Funeral: $9019.79, Bequest: $35922.83.",676787.27,198251.2,9019.79,35922.83,0
"Estate: $263692.08, Debts: $25678.86, Funeral: $7762.50, Bequest: $113977.74.",263692.08,25678.86,7762.5,113977.74,1
"Estate: $411100.55, Debts: $20821.93, Funeral: $7600.85, Bequest: $116283.58.",411100.55,20821.93,7600.85,116283.58,1
"Estate: $907109.57, Debts: $144867.76, Funeral: $5714.38, Bequest: $98435.27.",907109.57,144867.76,5714.38,98435.27,1
"Estate: $526565.48, Debts: $115677.38, Funeral: $8876.73, Bequest: $129304.30.",526565.48,115677.38,8876.73,129304.3,1
"Estate: $700801.96, Debts: $54832.13, Funeral: $6357.05, Bequest: $46735.52.",700801.96,54832.13,6357.05,46735.52,0
"Estate: $255087.88, Debts: $15883.87, Funeral: $7483.48, Bequest: $110979.79.",255087.88,15883.87,7483.48,110979.79,1
"Estate: $273060.12, Debts: $17131.65, Funeral: $6421.37, Bequest: $75062.48.",273060.12,17131.65,6421.37,75062.48,0
"Estate: $136781.75, Debts: $178838.17, Funeral: $5669.14, Bequest: $132671.78.",136781.75,178838.17,5669.14,132671.78,1
"Estate: $252041.56, Debts: $38373.46, Funeral: $8147.79, Bequest: $29103.49.",252041.56,38373.46,8147.79,29103.49,0
"Estate: $350731.31, Debts: $64674.31, Funeral: $5271.66, Bequest: $114604.61.",350731.31,64674.31,5271.66,114604.61,1
"Estate: $259309.44, Debts: $45331.28, Funeral: $8743.23, Bequest: $37868.80.",259309.44,45331.28,8743.23,37868.8,0
"Estate: $179832.28, Debts: $70999.26, Funeral: $6587.93, Bequest: $56449.97.",179832.28,70999.26,6587.93,56449.97,0
"Estate: $208572.28, Debts: $13884.77, Funeral: $5000.67, Bequest: $44523.25.",208572.28,13884.77,5000.67,44523.25,0
"Estate: $514700.89, Debts: $103811.96, Funeral: $7555.65, Bequest: $37384.72.",514700.89,103811.96,7555.65,37384.72,0
"Estate: $285700.35, Debts: $13522.51, Funeral: $5234.26, Bequest: $165316.48.",285700.35,13522.51,5234.26,165316.48,1
"Estate: $427842.87, Debts: $160071.30, Funeral: $6380.85, Bequest: $57855.81.",427842.87,160071.3,6380.85,57855.81,0
"Estate: $553075.54, Debts: $46742.42, Funeral: $8534.88, Bequest: $185497.63.",553075.54,46742.42,8534.88,185497.63,1
"Estate: $721355.35, Debts: $108002.38, Funeral: $5313.45, Bequest: $194015.38.",721355.35,108002.38,5313.45,194015.38,1
"Estate: $135380.93, Debts: $176015.82, Funeral: $9196.69, Bequest: $114680.83.",135380.93,176015.82,9196.69,114680.83,1
"Estate: $819469.36, Debts: $130175.47, Funeral: $5019.10, Bequest: $29457.22.",819469.36,130175.47,5019.1,29457.22,0
"Estate: $665110.35, Debts: $106591.56, Funeral: $6234.12, Bequest: $75535.10.",665110.35,106591.56,6234.12,75535.1,0
"Estate: $173583.13, Debts: $64866.75, Funeral: $8704.52, Bequest: $159748.72.",173583.13,64866.75,8704.52,159748.72,1
"Estate: $886220.76, Debts: $66600.38, Funeral: $6581.35, Bequest: $74110.76.",886220.76,66600.38,6581.35,74110.76,0
"Estate: $928785.16, Debts: $133897.39, Funeral: $5509.46, Bequest: $18316.43.",928785.16,133897.39,5509.46,18316.43,0
"Estate: $154970.16, Debts: $198827.87, Funeral: $6801.17, Bequest: $111800.20.",154970.16,198827.87,6801.17,111800.2,1
"Estate: $349189.88, Debts: $132367.84, Funeral: $6351.97, Bequest: $169179.05.",349189.88,132367.84,6351.97,169179.05,1
"Estate: $825581.15, Debts: $111556.68, Funeral: $9213.56, Bequest: $159389.35.",825581.15,111556.68,9213.56,159389.35,1
"Estate: $773433.72, Debts: $146130.10, Funeral: $6566.74, Bequest: $35849.50.",773433.72,146130.1,6566.74,35849.5,0
"Estate: $266068.92, Debts: $93041.12, Funeral: $8944.66, Bequest: $134880.16.",266068.92,93041.12,8944.66,134880.16,1
"Estate: $288414.39, Debts: $12028.47, Funeral: $9459.36, Bequest: $44880.35.",288414.39,12028.47,9459.36,44880.35,0
"Estate: $433424.89, Debts: $112459.36, Funeral: $7169.09, Bequest: $44423.30.",433424.89,112459.36,7169.09,44423.3,0
"Estate: $536070.69, Debts: $191525.06, Funeral: $9549.72, Bequest: $174940.28.",536070.69,191525.06,9549.72,174940.28,1
"Estate: $656429.29, Debts: $35060.59, Funeral: $6886.59, Bequest: $50684.12.",656429.29,35060.59,6886.59,50684.12,0
"Estate: $432022.28, Debts: $138000.98, Funeral: $9820.39, Bequest: $53386.22.",432022.28,138000.98,9820.39,53386.22,0
"Estate: $516281.24, Debts: $40186.74, Funeral: $5446.45, Bequest: $1130.02.",516281.24,40186.74,5446.45,1130.02,0
"Estate: $772723.84, Debts: $107165.54, Funeral: $8435.10, Bequest: $174263.14.",772723.84,107165.54,8435.1,174263.14,1
"Estate: $133014.88, Debts: $19335.29, Funeral: $7469.07, Bequest: $158726.37.",133014.88,19335.29,7469.07,158726.37,1
"Estate: $327193.25, Debts: $90074.19, Funeral: $6938.24, Bequest: $125838.46.",327193.25,90074.19,6938.24,125838.46,1
"Estate: $742014.63, Debts: $151232.67, Funeral: $8163.56, Bequest: $150302.89.",742014.63,151232.67,8163.56,150302.89,1
"Estate: $905686.15, Debts: $69514.30, Funeral: $8519.29, Bequest: $31257.66.",905686.15,69514.3,8519.29,31257.66,0
"Estate: $560509.70, Debts: $132982.34, Funeral: $5021.82, Bequest: $92206.40.",560509.7,132982.34,5021.82,92206.4,0
